beta1,beta2,mean,lower_95,upper_95
0.7723728813559322,-1.2658656278151232,0.0011423423420637846,0.0004128825225052424,0.0025055733451154086
0.7803389830508474,-1.2658656278151232,0.0011962003773078322,0.0004250746365869418,0.002638094074791299
0.7883050847457627,-1.2658656278151232,0.0012527762446552515,0.00043851731534232384,0.002792380732716995
0.796271186440678,-1.2658656278151232,0.0013122144155204296,0.0004498660033277702,0.002972488658269868
0.8042372881355933,-1.2658656278151232,0.0013746671611443162,0.00046333206264534963,0.003164407686563209
0.8122033898305084,-1.2658656278151232,0.0014402957167476416,0.00047596139047527685,0.003366850834572688
0.8201694915254237,-1.2658656278151232,0.0015092696994543076,0.0004894778539892286,0.00357903307885863
0.8281355932203389,-1.2658656278151232,0.0015817685052752495,0.0005055656773038209,0.003814745967974887
0.8361016949152542,-1.2658656278151232,0.001657981309108436,0.0005197047386900522,0.004043355036992582
0.8440677966101695,-1.2658656278151232,0.0017381076468154788,0.0005332043030648493,0.004307551600504668
0.8520338983050847,-1.2658656278151232,0.0018223585793748498,0.0005494282406289131,0.004564167349599304
0.86,-1.2658656278151232,0.0019109563436359167,0.0005641763360472396,0.0048698720172978965
0.39,-1.1889721475832982,0.00016231460904236883,6.326587881630986e-05,0.00032051774323917944
0.39796610169491525,-1.1889721475832982,0.0001687686744844541,6.743623926013243e-05,0.0003305532824015245
0.4059322033898305,-1.1889721475832982,0.0001755053672241047,7.158089083532104e-05,0.00033879692127811726
0.4138983050847458,-1.1889721475832982,0.0001825379440560937,7.62989446229767e-05,0.00034912765040644443
0.421864406779661,-1.1889721475832982,0.0001898803748190403,8.004630562936654e-05,0.0003593566529161763
0.42983050847457627,-1.1889721475832982,0.00019754731329157948,8.46132832521107e-05,0.00037001850432716315
0.43779661016949156,-1.1889721475832982,0.00020555421360768378,8.879287888703402e-05,0.0003808429428318051
0.4457627118644068,-1.1889721475832982,0.0002139172429451719,9.397335870744427e-05,0.0003920431052392815
0.45372881355932204,-1.1889721475832982,0.00022265335428528488,9.887332344078459e-05,0.00040424959588563074
0.4616949152542373,-1.1889721475832982,0.00023178046103566885,0.00010432731723994949,0.00041910190848284403
0.4696610169491525,-1.1889721475832982,0.0002413172769593075,0.00010966246045427397,0.0004316092796216254
0.4776271186440678,-1.1889721475832982,0.0002512835490051657,0.00011443107105151285,0.00044428515175241043
0.48559322033898306,-1.1889721475832982,0.0002617000136524439,0.00012078684212610825,0.0004583501904562582
0.4935593220338983,-1.1889721475832982,0.00027258842601440847,0.00012716323908534832,0.0004746169077407103
0.5015254237288136,-1.1889721475832982,0.00028397166170179844,0.0001343858657492092,0.000493583022034727
0.5094915254237288,-1.1889721475832982,0.0002958738768938929,0.00014145439345156774,0.0005144852388184517
0.5174576271186441,-1.1889721475832982,0.00030832033371552825,0.00014819035204709506,0.0005347173966583796
0.5254237288135593,-1.1889721475832982,0.0003213376912754029,0.00015527079995081294,0.0005562259932048619
0.5333898305084745,-1.1889721475832982,0.00033495386014692485,0.00016281693497148807,0.000581344791862648
0.5413559322033898,-1.1889721475832982,0.00034919840982183814,0.000171666729147546,0.0006048985320376232
0.5493220338983051,-1.1889721475832982,0.0003641022485680878,0.00017962257443286943,0.0006296492429100908
0.5572881355932203,-1.1889721475832982,0.0003796980017796159,0.00018734137702267618,0.000656465622887481
0.5652542372881356,-1.1889721475832982,0.0003960199828725308,0.0001957023068825947,0.000685016519855708
0.5732203389830508,-1.1889721475832982,0.0004131042514927685,0.00020277712428651284,0.0007133785053156319
0.5811864406779661,-1.1889721475832982,0.0004309888172429055,0.00021197701098571998,0.0007459731597919019
0.5891525423728814,-1.1889721475832982,0.00044971363968215883,0.00022244373758439906,0.0007819681341061369
0.5971186440677966,-1.1889721475832982,0.0004693208320531994,0.00023142395984905307,0.0008149228378897533
0.6050847457627119,-1.1889721475832982,0.0004898547194898129,0.0002407275271252729,0.0008522679010638969
0.6130508474576271,-1.1889721475832982,0.0005113619845360518,0.00024904507299652325,0.0008895966413547285
0.6210169491525424,-1.1889721475832982,0.0005338916089385748,0.00025778944254852834,0.0009398516005603597
0.6289830508474576,-1.1889721475832982,0.0005574956885538995,0.00026659575814846903,0.0009878096374450252
0.6369491525423729,-1.1889721475832982,0.0005822282982990146,0.0002762641117442399,0.0010433544230181724
0.6449152542372881,-1.1889721475832982,0.0006081470055505633,0.00028651706816162914,0.0011024728941265494
0.6528813559322033,-1.1889721475832982,0.0006353124044835567,0.0002966335232486017,0.0011636233277386055
0.6608474576271186,-1.1889721475832982,0.0006637880578637123,0.00030759842484258116,0.001223473361460492
0.6688135593220339,-1.1889721475832982,0.0006936411955393851,0.0003188372014847118,0.0012858203437644993
0.6767796610169492,-1.1889721475832982,0.0007249424234032631,0.00032939476004685276,0.0013625652354676279
0.6847457627118644,-1.1889721475832982,0.0007577665965072811,0.0003388201519555878,0.0014436113211559133
0.6927118644067797,-1.1889721475832982,0.0007921920041553676,0.0003477410638879519,0.0015283468936104331
0.7006779661016949,-1.1889721475832982,0.0008283016504719853,0.00035770743488683365,0.0016141743166372185
0.7086440677966102,-1.1889721475832982,0.0008661827887408435,0.00036858651437796656,0.0017047154979081824
0.7166101694915255,-1.1889721475832982,0.0009059276198968291,0.0003791466930124443,0.0018018994742305951
0.7245762711864406,-1.1889721475832982,0.0009476330014877021,0.00039066502286004833,0.0019053087802603842
0.7325423728813559,-1.1889721475832982,0.000991401495411992,0.0004016840801341459,0.0020193455391563486
0.7405084745762711,-1.1889721475832982,0.0010373409604653716,0.0004130081302719191,0.002139785303734243
0.7484745762711864,-1.1889721475832982,0.0010855653090402484,0.0004245962518325541,0.002256938413484023
0.7564406779661017,-1.1889721475832982,0.001136194565333426,0.00043397329427534713,0.002390541782369838
0.764406779661017,-1.1889721475832982,0.0011893553892150521,0.00044713955285260456,0.0025370853196363904
0.7723728813559322,-1.1889721475832982,0.001245181425474584,0.0004599464358761907,0.0026851852599065764
0.7803389830508474,-1.1889721475832982,0.0013038135366514325,0.00047456772590521724,0.0028378714749123916
0.7883050847457627,-1.1889721475832982,0.0013654005015268922,0.00048793477399158294,0.0030022907187230905
0.796271186440678,-1.1889721475832982,0.001430099131539464,0.0005016965907998383,0.0032095622504130007
0.8042372881355933,-1.1889721475832982,0.0014980749692767859,0.0005158280313480645,0.0034029212838504468
0.8122033898305084,-1.1889721475832982,0.0015695028705522418,0.0005302083562128245,0.0036326997214928274
0.8201694915254237,-1.1889721475832982,0.001644567004404962,0.000544952780182939,0.0038683309627231214
0.8281355932203389,-1.1889721475832982,0.001723462133668363,0.0005608189618214965,0.004096132388804109
0.8361016949152542,-1.1889721475832982,0.0018063930328935385,0.0005765401132521219,0.004375175083987415
0.8440677966101695,-1.1889721475832982,0.0018935765838250518,0.0005947122554061934,0.0046202114084735535
0.8520338983050847,-1.1889721475832982,0.001985241426154971,0.0006101264196331612,0.0049231300246901834
0.86,-1.1889721475832982,0.0020816288888454437,0.0006259029716602527,0.005252846237272024
0.39,-1.112078667351473,0.0001773946569301188,6.984992596699157e-05,0.00034839348445530054
