theta_0,sigma
1.6336749,1.3185761
1.4527087,1.5986769
1.5199871,1.713629
1.5728959,1.3826534
1.5594057,1.2952957
1.2625942,1.3948054
1.338455,1.2277412
1.2023839,1.322427
1.6981049,1.3989028
1.7467083,1.4504194
1.8293288,1.513592
1.777556,1.3821445
1.3114971,1.4598951
1.7150702,1.354687
1.4017121,1.2785221
1.351719,1.4446213
1.5304862,1.3896985
1.1673175,1.3751069
1.1055127,1.433022
1.0795835,1.4858913
1.7133112,1.3314933
1.4309754,1.3088969
1.4356923,1.2982651
1.3037792,1.341544
1.4332331,1.4534392
1.1089269,1.3747705
1.3902346,1.5129929
1.386932,1.2369083
1.338235,1.5313258
1.325192,1.5061898
1.1971922,1.1663494
1.1971922,1.1663494
1.4123925,1.3559515
1.2680075,1.2825994
1.503288,1.4793568
1.3504373,1.261971
1.5338477,1.412605
1.5074793,1.4940447
1.394875,1.3971255
1.5405769,1.547317
1.4667526,1.3124521
1.4628332,1.4119862
1.2277219,1.5230517
1.4359927,1.3608418
1.3275954,1.3270456
1.4267366,1.2665507
1.4742322,1.3681211
1.6736524,1.4335318
1.4096156,1.2289308
1.5097297,1.4665654
1.389245,1.3925395
1.335853,1.5479252
1.434717,1.5751144
1.539979,1.4638288
1.4261049,1.1231009
1.5448694,1.8020232
1.6048537,1.7990173
1.5433662,1.7007804
1.5104289,1.7343111
1.6375785,1.3143244
1.4103615,1.2821317
1.4032682,1.3532059
1.5922108,1.4423535
1.2844614,1.2565473
1.3328472,1.3441635
1.5652733,1.5825849
1.7793373,1.5353402
1.2221938,1.2611064
1.511009,1.3634075
1.4366983,1.2940673
1.4366983,1.2940673
1.3918209,1.4879539
1.4956393,1.2722237
1.4369258,1.3519601
1.2721163,1.360775
1.3274351,1.5193808
1.6023269,1.2519062
1.6209413,1.1847847
1.3911893,1.2541358
1.4153436,1.2768755
1.3316888,1.3390212
1.0564243,1.3917947
1.5405921,1.2132351
1.3966284,1.2799301
0.89689434,1.3616542
1.1080077,1.5513415
1.358612,1.27724
1.285946,1.4004276
1.6171196,1.3529682
1.4325546,1.2132734
1.2999223,1.2925185
1.4461501,1.3128829
1.4504029,1.3005887
1.3990133,1.3196241
0.9709055,1.3874428
1.0789653,1.404383
1.7242177,1.2985592
1.7119995,1.3384976
1.098026,1.6226962
1.57213,1.2876601
1.5915467,1.3793149
1.4299785,1.4151921
1.2851235,1.3293061
1.5283477,1.3586321
1.2509549,1.4707417
1.6174029,1.34969
1.4898423,1.5621936
1.5719447,1.252215
1.4230438,1.3112743
1.4987597,1.3876728
1.6113343,1.4590137
1.2652444,1.4415528
1.404842,1.4210755
1.1593856,1.4156008
1.0752858,1.5055374
1.5387603,1.5774269
1.4853299,1.523199
1.3356948,1.2591622
1.5606512,1.3879212
1.3408569,1.3294265
1.6698744,1.4622025
1.2648315,1.3957555
1.5432923,1.2041299
1.733336,1.6253781
1.3454432,1.350881
1.6121876,1.3897717
1.5121664,1.5291295
1.731317,1.4566517
1.7560815,1.3167303
1.6258496,1.3898592
1.3402629,1.1083332
1.4196779,1.5549873
1.7408696,1.3274436
1.3531418,1.5803787
1.4408659,1.458147
1.2562114,1.3893721
1.7065645,1.3786075
1.8367144,1.365814
1.071065,1.3712895
1.137467,1.2649287
1.4491826,1.5328486
1.5276151,1.2963338
1.1419295,1.2965794
1.601483,1.4770756
1.5657393,1.3341814
1.133726,1.4511569
1.0266626,1.3882096
1.2762706,1.3689574
1.3313813,1.3220578
1.297394,1.4664793
1.2713251,1.5135617
1.6321969,1.2984644
1.4327623,1.4333392
1.3224317,1.2516623
1.4930358,1.2027113
1.1885397,1.3540671
1.6469356,1.3259463
1.4639636,1.4624355
1.43482,1.4100738
1.5201241,1.4091451
1.4387765,1.4543821
1.1760623,1.5237751
1.6148382,1.3793503
1.5395907,1.227301
1.3849682,1.4687572
1.3639576,1.486531
1.3184665,1.2985623
1.3031704,1.3011811
1.3917097,1.31182
1.3051381,1.3398359
1.3978508,1.2260896
1.3710195,1.5028224
1.4921128,1.2714243
1.4650915,1.30568
1.4284104,1.3977641
1.2714788,1.354512
1.5728208,1.3226936
1.5632553,1.4731464
1.5632553,1.4731464
1.7314367,1.3000336
1.6567899,1.3189026
1.1410202,1.3800644
1.0781072,1.1672055
1.2139413,1.2175119
1.2944578,1.591296
1.1374545,1.5291216
1.4584379,1.3727008
1.596274,1.4255227
1.5868248,1.5603617
1.5839723,1.5077183
1.2987846,1.2444794
1.2880449,1.2309461
1.2880449,1.2309461
1.4140263,1.859094
1.3604813,1.8797557
1.2092097,1.6746608
1.1255306,1.5956002
1.0979322,1.4287717
1.2478961,1.5622431
1.3924717,1.3130965
1.611159,1.2446861
1.2954185,1.6106052
1.5549029,1.5091795
1.5566123,1.3454612
1.2516385,1.3612
1.5888802,1.3268323
1.2888525,1.3693771
1.3988156,1.5161989
1.2293669,1.5802298
1.5704595,1.1707616
1.1508503,1.3676903
1.7091582,1.3715153
1.7395824,1.2444794
1.0965658,1.4784299
1.914386,1.2428117
1.5916812,1.3397868
1.4870899,1.4247305
1.6461781,1.2740548
1.2829262,1.2740915
1.3846244,1.4268093
1.2945907,1.7598494
0.91255695,1.8984656
0.8932642,1.3673536
1.3293487,1.3833722
1.6397175,1.2696913
1.2508392,1.311873
1.4830195,1.3688343
1.6511921,1.4714077
1.5866001,1.5971682
1.7238965,1.3661833
1.6564649,1.4520559
1.3398305,1.4017931
1.2750438,1.2838558
1.3644271,1.5880284
1.3797795,1.2603991
1.088359,1.446701
1.4391494,1.4923618
1.383197,1.2419893
1.5374349,1.4319929
1.2372705,1.3276646
1.3615979,1.409064
1.5641018,1.366128
1.5042669,1.3531747
1.480308,1.3170049
1.3191401,1.4733051
1.4833456,1.4900117
1.6298236,1.4803565
1.597741,1.3078468
1.5952626,1.4135545
1.5535775,1.4088733
1.5957326,1.4316838
1.5336217,1.4145977
1.5256786,1.4708757
1.3119563,1.3272208
1.6036314,1.3872571
1.3546149,1.3562663
1.3767447,1.3825344
1.4517455,1.3704476
1.6053874,1.423557
1.4138638,1.34426
1.5992496,1.3774178
1.3445144,1.2902097
1.2945141,1.2632242
1.4073024,1.3548943
1.4969884,1.5044196
1.421827,1.4581418
1.3481632,1.3174384
1.7769699,1.3653827
1.2043251,1.4823259
1.3917354,1.4967506
1.5200135,1.245885
1.4785594,1.4015262
1.250109,1.5094522
1.4516644,1.2689078
1.2804595,1.4381092
1.2685796,1.3780373
1.531284,1.5701158
1.4271376,1.4240406
1.7232814,1.4797926
1.7668616,1.5517082
1.4683652,1.4377565
1.5209975,1.4130163
1.4110143,1.338668
1.3466672,1.5492766
1.2828547,1.251024
1.3212997,1.540775
1.262689,1.4809071
1.2193416,1.5049086
1.2603743,1.5107932
1.2643895,1.3069365
1.356928,1.3721259
1.5291543,1.4200947
1.287896,1.5944724
1.5291647,1.1706289
1.6925055,1.1387066
1.5686511,1.2032182
1.3721105,1.3156579
0.9882503,1.3351883
1.7661488,1.1782018
1.6507934,1.2799268
1.1765097,1.4062269
1.6671296,1.2855135
1.2673899,1.3603415
1.2427677,1.3172678
1.3953366,1.3114917
1.4943516,1.3933128
1.3409866,1.2806903
1.4105752,1.4601958
1.3031803,1.3778592
1.4715067,1.6014967
1.4246775,1.6685975
1.6682757,1.5280159
1.6075109,1.5457678
1.3712212,1.5168332
1.5006607,1.2226719
1.3768045,1.3094563
1.3551422,1.435662
1.2933329,1.375246
1.4521699,1.3612
1.3968174,1.6256583
1.4697884,1.6513445
1.7279191,1.341794
1.132287,1.4113595
1.1553874,1.4203008
1.1134052,1.4400189
1.4249179,1.2418895
1.4739285,1.5224917
1.5290055,1.4363306
1.179227,1.4064707
1.2881957,1.5194492
1.2906098,1.413849
1.1795963,1.2995872
1.3989713,1.480551
1.339875,1.3878933
1.4735125,1.3495748
1.5080616,1.2302296
1.2448379,1.374216
1.2535731,1.370999
1.5990198,1.44205
1.3135755,1.2831746
1.4823838,1.2632623
1.5156254,1.2150633
1.4554124,1.2808769
1.463121,1.4721253
1.2927085,1.3241005
1.6144018,1.4711301
1.5890998,1.2541716
1.24743,1.5429983
1.3615428,1.3362293
1.6225327,1.4253345
1.5798899,1.5375205
1.5798899,1.5375205
1.2974703,1.3771713
1.5593894,1.1924301
1.3857043,1.3388498
1.4109907,1.4794662
1.3626995,1.3088351
1.3383179,1.4531932
1.5098106,1.5215075
1.2356745,1.4297416
1.2874712,1.3823454
1.5170403,1.298247
1.4207593,1.3921511
1.556143,1.3672519
1.2975408,1.327188
1.4902194,1.5104213
1.4113144,1.4201701
1.3524241,1.5733728
1.4815615,1.3771211
1.2859467,1.2526608
1.3629031,1.3924539
1.3629031,1.3924539
1.4595671,1.3619893
1.3341341,1.2992121
1.6311445,1.2906859
1.2267829,1.3237014
1.5886836,1.3649893
1.2024682,1.2633497
1.2024682,1.2633497
1.3174064,1.3383527
1.5310537,1.4329064
1.1273714,1.3815802
1.4320472,1.5443549
1.4381856,1.1896834
1.2024236,1.4421073
1.2103746,1.443068
1.5392036,1.3905585
1.2924554,1.3535607
1.1772344,1.562603
1.407494,1.219096
1.3925341,1.1379994
1.5388678,1.3429685
1.5255507,1.4884865
1.2710383,1.289954
1.4732567,1.4566063
1.3639194,1.4057255
1.4779464,1.575073
1.6083611,1.2717111
1.4210467,1.5190797
1.4538502,1.2003064
1.4846191,1.3849329
1.3936101,1.4172133
1.522658,1.2274021
1.4584728,1.645455
1.5918777,1.1588376
1.4279441,1.5754651
1.1327157,1.4148263
1.1810828,1.3129313
1.4704864,1.0981747
1.4728622,1.4961053
1.439136,1.5832232
1.3337929,1.2496803
1.3476778,1.2338628
1.5217729,1.2847486
1.4367802,1.4720457
1.3460101,1.6310039
1.2841632,1.320235
1.5139885,1.4463844
1.6193752,1.2575336
1.4483191,1.3481201
1.4483191,1.3481201
1.5013974,1.2930154
1.4698043,1.2102143
1.2848122,1.5426029
1.3041401,1.507177
1.1681777,1.4505026
1.5092076,1.3077366
1.334664,1.3672023
1.4965762,1.3068163
1.668791,1.3204672
1.1698477,1.3640798
1.2169229,1.4544785
1.5016015,1.3326406
1.50833,1.4480875
1.3830626,1.3360255
1.4245379,1.3641388
1.4245379,1.3641388
1.5070617,1.6354101
1.6787771,1.6786503
1.2833706,1.5439059
1.5304123,1.2293906
1.4099149,1.2397852
1.7920144,1.2954419
1.2507956,1.542413
1.8008624,1.4463009
1.812496,1.4255636
1.6811326,1.3376714
1.7069509,1.3516135
1.4342256,1.4953154
1.189969,1.363728
1.3972114,1.2890887
1.1703991,1.4215279
1.4249004,1.5078907
1.5316693,1.2594026
1.4794636,1.5324647
1.2880452,1.4056294
1.0372125,1.2416953
1.7314905,1.670956
1.5544376,1.3521242
1.7070158,1.5266308
1.1400751,1.390133
1.2799951,1.2734483
1.2799951,1.2734483
1.2113096,1.5603049
1.5808126,1.169361
1.4278564,1.4893175
1.4223483,1.2151563
1.515226,1.5525343
1.3667586,1.4366271
1.334908,1.3588998
1.5738728,1.4354403
1.5837913,1.5208052
1.3709677,1.2377831
1.2206142,1.2520708
1.1736139,1.5951533
1.2152969,1.6829367
1.3403215,1.7116063
1.0640926,1.4293365
1.1088353,1.4451356
1.3648758,1.3406893
1.4639641,1.334918
1.4043972,1.4624939
1.050435,1.3671067
1.0085012,1.4228638
0.97148037,1.4733126
1.264966,1.3427374
1.447133,1.5442612
1.5307872,1.3223557
1.1915802,1.3938682
1.6079538,1.3230405
1.5458572,1.5085661
1.5531518,1.4857891
1.5895863,1.360122
1.8818728,1.4554996
1.5459244,1.6715484
1.2229321,1.370641
1.5551127,1.3508934
1.282227,1.5509866
1.202114,1.4356328
1.3830473,1.2677288
1.4775289,1.4642738
1.107325,1.6015859
1.0123045,1.3338147
1.7398133,1.4817699
1.4263381,1.4760951
1.6324317,1.3358054
1.0871044,1.4103613
1.1671729,1.5102342
1.2034215,1.3838066
1.5480797,1.3912522
1.2614964,1.3635038
1.2614964,1.3635038
1.3816501,1.1397139
1.4375328,1.4026984
1.4726461,1.3344011
1.282121,1.3657892
1.282121,1.3657892
1.2851977,1.4732193
1.4126658,1.3048612
1.3195201,1.4402878
1.5269248,1.3838292
1.4281378,1.3672312
1.2784348,1.5137202
1.5550779,1.299793
1.3945296,1.3057916
1.6932887,1.2582608
1.5832928,1.3078549
1.3646482,1.3173918
1.3939856,1.5047356
1.3414536,1.2426864
1.4652373,1.5227824
1.6341554,1.382516
1.5772147,1.3430531
1.3214389,1.3738003
1.4804205,1.2403874
1.4804205,1.2403874
1.5404576,1.311796
1.2855706,1.3945429
1.5501683,1.4123929
1.559702,1.5219101
1.2533622,1.4371442
1.0994018,1.3438997
1.7787501,1.7587126
1.817399,1.8165426
1.1458685,1.7796984
1.2648481,1.451621
1.4034325,1.3663983
1.3526887,1.4926128
1.6724485,1.3035492
1.4425622,1.5283455
1.4690261,1.2171488
1.4370209,1.2228074
1.4757334,1.4915963
1.722191,1.5748751
1.4908706,1.1889971
1.3302723,1.4405727
1.4177346,1.2599258
1.2610244,1.4904273
1.3145871,1.4571564
1.4054997,1.3530692
1.2357438,1.465972
1.4486052,1.1907022
1.4509422,1.5680492
1.2394651,1.2406311
1.4643129,1.207576
1.366218,1.353551
1.5262998,1.4479517
1.229021,1.3378887
1.5109125,1.4134061
1.5109125,1.4134061
1.2904425,1.3880346
1.4998051,1.5484636
1.4238701,1.2430527
1.3835754,1.4576777
1.4049823,1.4304571
1.6063675,1.3774713
1.1331918,1.4226146
1.6184975,1.0440744
1.4922137,1.1693069
1.483534,1.6896839
1.6388419,1.3697199
1.3849669,1.3895578
1.509105,1.3545153
1.4870379,1.3730552
1.3058133,1.3264372
1.4960752,1.6060791
1.5677513,1.3815322
1.3830441,1.4383807
1.4947871,1.3302094
1.2679611,1.2191533
1.1318612,1.6246977
1.0457683,1.6647582
1.5188193,1.3734475
1.5545701,1.3097163
1.2832795,1.4031079
1.25337,1.550106
1.4366641,1.5070099
1.4646018,1.2252396
1.4443015,1.2452968
1.523133,1.2442472
1.5437298,1.5301434
1.6923959,1.5083421
1.2528204,1.2083892
1.2738705,1.230051
1.4299769,1.1782241
1.2806596,1.2051392
1.4461204,1.3021846
1.3750466,1.4327838
1.4365556,1.5661833
1.6065989,1.4422302
1.553789,1.4587072
1.1844573,1.5582541
1.209085,1.476613
1.2430029,1.4492227
0.9533496,1.4836547
1.4461621,1.5704168
1.4500217,1.200094
1.4114501,1.0623667
1.2772626,1.4021953
1.462238,1.2633672
1.3775277,1.3377374
1.7938389,1.389903
1.8286916,1.2516909
1.67689,1.3444713
1.4433156,1.6845367
1.5220304,1.2795074
1.4425037,1.4373946
1.6108474,1.548532
1.5687151,1.3984486
1.6205477,1.6460793
1.6447546,1.6650952
1.2798336,1.2731988
1.0356736,1.5411588
1.4565192,1.1590246
1.3437145,1.2487688
1.3821746,1.2471875
1.2277111,1.3215483
1.5985125,1.3993739
1.6369938,1.316288
1.2552152,1.3140831
1.5206565,1.4228816
1.3333241,1.3576257
1.4994031,1.3326889
1.4687493,1.4829248
1.4931189,1.2635987
1.2688202,1.4217622
1.4232842,1.1381843
1.4229032,1.3328502
1.1399368,1.485704
1.2067276,1.492729
1.4351097,1.2205105
1.4616001,1.5116023
1.5453225,1.2680738
1.4221215,1.1835301
1.5018125,1.2602307
1.3455037,1.347303
1.2913215,1.4560826
1.3577809,1.476452
1.5839006,1.2709558
1.564133,1.4145675
1.6233046,1.5118213
1.4386206,1.399245
1.3533752,1.3650234
1.249754,1.2931994
1.4279745,1.5121934
1.4451834,1.2036259
1.5002903,1.3979573
1.1518017,1.257164
1.0291997,1.4410889
1.0034738,1.4313644
1.2532352,1.3502868
1.4494914,1.3773788
1.3363779,1.5483654
1.3018396,1.5109497
1.4252619,1.340389
1.289437,1.484246
1.0784979,1.449223
1.0221713,1.4914069
1.3570677,1.5118207
1.1860324,1.2855643
1.5508502,1.4664681
1.367396,1.4837383
1.401633,1.4455885
1.3416277,1.2435641
1.6741503,1.3702106
1.4725379,1.6101028
1.4307973,1.5554214
1.3048606,1.2504392
1.5288712,1.4398639
1.549114,1.4638497
1.5416889,1.298951
1.2369987,1.1823964
1.4106879,1.6003731
1.3223299,1.1800692
1.6117904,1.3895723
1.6818522,1.2357123
1.6691004,1.1735927
1.3425462,1.6918944
1.5908114,1.2824973
1.5724292,1.2806082
1.3657513,1.5124435
1.388737,1.487313
1.6357349,1.4374819
1.5848345,1.4980104
1.1632317,1.2923952
1.7574259,1.5883222
1.7381883,1.5920739
1.4964309,1.6637753
1.5958823,1.2898983
1.225024,1.2301073
1.5241996,1.5667483
1.2422904,1.260256
1.2465725,1.388307
1.4849492,1.4808161
1.5054952,1.2495468
1.3236449,1.2665576
1.5832027,1.4482722
1.4061153,1.3203983
1.4808441,1.518435
1.4008858,1.3497101
1.2192794,1.4533268
1.2179735,1.4327073
1.461694,1.3308067
1.3418403,1.4177221
1.3191881,1.4196982
1.4573686,1.450376
1.414074,1.2911519
1.3472162,1.2670963
1.2219479,1.510133
1.376158,1.2323201
1.4064107,1.5054209
1.2230595,1.3275541
1.7005593,1.3427439
1.6842221,1.6820502
1.657156,1.6844132
1.1813331,1.1645125
1.5071251,1.6825215
1.0372384,1.3622617
1.3875796,1.4810646
1.0417686,1.5643153
1.071594,1.5664004
1.3302443,1.4237533
1.361999,1.2114581
1.3464321,1.2194862
1.5926574,1.4089819
1.2273253,1.3189712
1.5557916,1.4316173
1.4198078,1.4162127
1.3757277,1.191097
1.4767293,1.4467173
1.3369458,1.224503
1.5636184,1.5507634
1.2847699,1.448169
1.5008346,1.5275774
1.5379239,1.5182741
1.0988259,1.2279034
1.0822686,1.3993797
1.7385517,1.2929641
1.1727045,1.6982055
1.2960676,1.1850175
1.5757116,1.4269874
1.3827506,1.3634566
1.511069,1.5183071
1.3322122,1.4439988
1.4436587,1.4470415
1.4225984,1.2527457
1.3789641,1.4060318
1.4644169,1.3286362
1.4357264,1.4983356
1.3992369,1.3226491
1.5616763,1.2919667
1.4221524,1.3811135
1.4126176,1.1868641
1.3598808,1.1298709
1.3339429,1.4083881
1.7261937,1.5168312
1.6328673,1.5019596
1.222879,1.202391
1.3638179,1.5414593
1.834697,1.263795
1.2851689,1.4496062
1.3230023,1.2337992
1.6007695,1.4829152
1.4366344,1.4676137
1.2892936,1.2843804
1.703967,1.5847247
1.1251688,1.2188486
1.0843557,1.2273246
1.0843557,1.2273246
1.2782485,1.3976133
1.2138388,1.3273041
1.4332367,1.3529599
1.6217785,1.4875932
1.4286398,1.3157641
1.4134575,1.3665408
1.6275195,1.7230735
1.3631265,1.3695925
1.1252414,1.3123337
1.1635175,1.273856
1.2565562,1.2692983
1.6856326,1.4663177
1.3242606,1.3090198
1.5474586,1.5448939
1.46389,1.3319668
1.2896168,1.206742
1.455544,1.597904
1.4643137,1.5290931
1.339038,1.5141153
1.4829805,1.2271047
1.4652499,1.5555813
1.2738143,1.2269976
1.5941479,1.5120553
1.5489858,1.5062418
1.5616108,1.355771
1.3772229,1.5702925
1.4254067,1.620231
1.3794491,1.5557861
1.3275468,1.2936587
1.5158551,1.3978138
1.2930007,1.3944489
1.3479404,1.5081238
1.5996631,1.2136966
1.2367898,1.1605291
1.5212476,1.2541693
1.3418672,1.27352
1.3528101,1.3990455
1.235702,1.2833325
1.5346664,1.2977984
1.2543634,1.3984543
1.2983288,1.3247919
1.3920441,1.4020041
1.302692,1.4275973
1.4094715,1.3681285
1.2640532,1.3170116
1.3122923,1.4380176
1.4795108,1.2632527
1.3164195,1.3703752
1.6617577,1.5040267
1.202613,1.4554453
1.5352917,1.5057579
1.397648,1.2089181
1.4678633,1.3998511
1.2730846,1.3495036
1.6510949,1.372349
1.25886,1.4577801
1.2290024,1.4768894
1.1527233,1.2739775
1.4610481,1.2702495
1.4689084,1.4611655
1.4925947,1.4890077
1.7754678,1.4886286
1.2382104,1.3898404
1.251453,1.3814379
1.3324224,1.3117734
1.3876997,1.5944039
1.4041035,1.5885031
1.5042478,1.2415371
1.4927127,1.2693053
1.7093168,1.3453681
1.5171658,1.5296831
1.492883,1.2318295
1.3281811,1.9284351
1.2761065,1.8983806
1.6024873,1.270268
1.5930301,1.5035565
1.4186088,1.3505907
1.2978733,1.3705332
1.5731463,1.4572223
1.6354542,1.363155
1.4057162,1.3261937
1.4631368,1.2615997
1.289239,1.4721525
1.5396202,1.2423257
1.4683663,1.2567638
1.2837352,1.3952006
1.3839443,1.3391857
1.562646,1.39545
1.553111,1.7961059
1.3136828,1.6960754
1.2869539,1.1688482
1.164225,1.3024248
1.5530801,1.4819411
1.153112,1.2995664
1.4968059,1.3263048
1.1303625,1.207396
1.4358767,1.3142931
1.3688675,1.3197901
1.322325,1.5334973
1.4284495,1.3316
1.5198591,1.357321
1.5271037,1.3594035
1.7116088,1.5361295
1.6226548,1.4390976
1.3736266,1.3842565
1.6067883,1.2131726
1.1988244,1.4543302
1.4554539,1.407795
1.359636,1.64029
1.4783658,1.3959453
1.311122,1.4222968
1.6325569,1.3318901
1.5687171,1.450685
1.3852949,1.3020011
1.445108,1.5092512
1.5128894,1.3107969
1.1987504,1.2823606
1.5885414,1.387032
1.3788717,1.4041203
1.4832206,1.3345355
1.3843352,1.3521875
1.308301,1.3762498
1.35127,1.213397
1.3869673,1.2282983
1.289118,1.1986462
1.626494,1.5456192
1.3228487,1.5607625
1.3460648,1.5522064
1.31177,1.3876888
1.5270925,1.3097776
1.2650365,1.4329178
1.8439106,1.4465039
1.8708954,1.4368844
1.2083116,1.1456134
1.2516654,1.1815269
1.3114922,1.2358797
1.1838964,1.2787647
1.2636623,1.2714094
1.6095835,1.4387273
1.2240324,1.253958
1.4162164,1.3390901
1.2299082,1.5329769
1.6883053,1.3822794
1.1930207,1.1521945
1.5117366,1.2761347
1.2275429,1.3826916
1.6312019,1.3194653
1.3105639,1.4533665
1.6524657,1.4542896
1.4425957,1.3406118
1.3229033,1.3729024
1.4379885,1.3540269
1.565981,1.4131972
1.3889587,1.2890044
1.3295782,1.3074803
1.3739767,1.3198285
1.4832883,1.3600216
1.4877107,1.3519443
1.3699139,1.4205465
1.3298612,1.2857983
1.5551362,1.5495483
1.515934,1.9599446
1.2050874,1.368567
1.6431874,1.4501654
1.1162004,1.3609756
1.7186064,1.3384616
1.2498417,1.4718965
1.3881472,1.6196456
1.4405619,1.697091
1.3876386,1.3925157
1.2014285,1.5009373
1.3942766,1.3592331
1.2201791,1.3792571
1.1155791,1.3582277
1.1155791,1.3582277
1.2158703,1.3708191
1.3436784,1.246394
1.6488665,1.5523797
1.586362,1.4954911
1.5346012,1.4588611
1.5232252,1.4727523
1.2001444,1.352233
1.409807,1.3506423
1.5977826,1.3144
1.6934932,1.2598252
1.5830765,1.2660927
1.5830765,1.2660927
1.4784124,1.4879714
1.4993548,1.2658914
1.1638131,1.3831078
1.1753162,1.3391633
1.4774855,1.3974812
1.4287087,1.3177289
1.6268326,1.3169873
1.7317325,1.3088859
1.388276,1.5158167
1.3828189,1.504616
1.3243086,1.4355512
1.355665,1.2613516
1.3027302,1.4210491
1.4588616,1.3495734
1.8340797,1.5330193
1.3333962,1.2233566
1.3652003,1.2410691
1.2759539,1.2813582
1.4081789,1.2561433
1.4943256,1.8243704
1.4594336,1.7762997
1.5834632,1.4194486
1.5944635,1.3090718
1.2871937,1.3412514
1.5735366,1.3469334
1.1953683,1.2770447
1.3241084,1.3680607
1.4622864,1.5062733
1.0641993,1.4182875
1.1975486,1.5242729
1.2543267,1.2764853
1.2186829,1.3964329
1.3170537,1.2045283
1.3283471,1.1619662
1.2617968,1.5524719
1.4935666,1.2306931
1.5427873,1.1743627
1.2695327,1.6736928
1.6313944,1.6050847
1.6005065,1.5679644
1.3756353,1.4040066
1.2166066,1.4734069
1.4298182,1.4044343
1.5267024,1.3999007
1.4181038,1.266548
1.5295016,1.4820752
1.3650094,1.2275203
1.3963755,1.5023253
1.4699627,1.4598093
1.4877036,1.683401
1.3544315,1.3790859
1.57689,1.3827578
1.4307649,1.4955721
1.7702795,1.4348531
1.5475984,1.6519768
1.2767421,1.4759988
1.574491,1.3190298
1.4798341,1.1867136
1.5405185,1.3023989
1.3731482,1.4344763
1.458263,1.3305302
1.2624888,1.3411155
1.566324,1.4519458
1.1187843,1.3899364
1.6382606,1.5025532
1.5455201,1.352304
1.3922163,1.5588926
1.5172673,1.2008767
1.3351439,1.2837071
1.5224735,1.2966442
1.5113106,1.4658743
1.3254412,1.2315156
1.4057475,1.6132416
1.5092424,1.6353245
1.3809092,1.1733257
1.4657056,1.1961459
1.1750515,1.4306145
1.1632824,1.501287
1.592184,1.3561535
1.6516942,1.3548403
1.1770344,1.351515
1.5459266,1.3280054
1.3877053,1.3427174
1.3877053,1.3427174
1.4417851,1.3723596
1.4785328,1.4505372
1.3680538,1.5400198
1.4978733,1.5922731
1.4128642,1.3293917
1.2363112,1.6361295
1.2416719,1.7118746
1.2610329,1.4032547
1.2610329,1.4032547
1.4548738,1.4232554
1.3843235,1.4738778
1.7641988,1.4661486
1.9301565,1.5563831
0.98179406,1.2723446
1.3918884,1.3450885
1.0596335,1.3939563
1.8131169,1.4414159
1.255152,1.3148708
1.5945873,1.4855859
1.584602,1.4569657
1.2912285,1.3603237
1.508017,1.4353395
1.7724706,1.6606185
1.6497339,1.3556362
1.3103459,1.4067721
1.5441095,1.3730358
1.6222627,1.2930875
1.0934697,1.6200556
1.6914011,1.3993001
1.1479257,1.2911597
1.1209399,1.2953296
