theta_0,theta_1,sigma
-0.16048056,1.887053,0.9713036
-0.0069950568,1.7667514,0.9880205
0.07854775,1.7115229,0.9952692
0.070731506,1.757174,1.0230356
0.21076535,1.0961517,1.1540256
-0.22641855,2.2034395,1.1928954
-0.41820985,2.3622842,1.1203537
-0.18672161,2.1690109,1.0824047
0.5057253,0.19086866,1.0820004
0.11717812,1.5840787,1.0681987
-0.08215706,1.3777864,0.99146223
0.07507373,2.1006827,1.0131799
0.33924037,1.2027267,1.1946526
0.21108253,0.52219546,1.206674
0.15222393,0.743037,1.0529472
0.2466377,1.4051901,1.1692615
-0.3860046,1.6102444,1.1567423
-0.25418356,1.8774922,1.0970291
0.23770677,1.558891,1.0834843
-0.113240235,1.6939533,1.0645907
0.5408992,-0.24617358,1.3449917
0.2732014,1.3443041,1.1198357
0.52496934,-0.14929229,1.2645104
0.780692,-0.62655735,1.1660899
0.7041089,0.16626373,1.1119839
0.48253533,-0.1991594,1.0689956
0.49564573,0.21672203,1.002376
0.57139945,0.4157759,1.1365751
0.23183,0.027925888,1.146486
0.2592528,0.7541223,1.2203152
0.19325215,0.68923044,1.1718441
0.109514564,0.53696096,1.1535188
0.21949853,1.2024944,1.1689427
0.15104134,1.6790013,1.2570843
0.53153396,0.18684529,1.1432183
0.4324246,0.87138975,1.1157985
0.30740315,0.48483276,1.0686382
0.6286553,0.16227958,1.0886601
0.5328639,0.31134856,1.1617483
0.3981135,-0.03244321,0.94129306
0.27363688,1.3199238,0.97282946
0.2948437,1.483276,0.9697719
0.21491477,0.802501,1.0075154
0.5039303,0.59358114,0.94450676
-0.015510044,1.787192,1.1709545
0.54063725,0.5319006,1.0604666
0.3707399,1.0090864,1.2316766
0.442984,0.45900768,0.9927267
0.6268553,0.59464985,0.9861929
0.4666922,0.07942893,1.0122275
0.4484395,-0.39258605,1.0136749
0.8449685,0.4849824,1.0688915
-0.18848321,2.1020436,1.1842203
-0.032464933,2.1351185,1.1442088
-0.22914098,1.7705303,1.1206381
0.84752923,0.117008284,1.0734069
0.78436756,-0.14465061,1.0698574
0.68789905,-0.2967064,1.0126358
0.69891924,-0.23013942,1.0174476
0.5810509,0.1425083,1.1216075
0.7211128,0.023106754,1.0889107
0.72845125,-0.30766964,1.1628144
0.2663009,0.87124115,0.99534327
0.57796794,0.45581213,1.04672
0.21653038,0.45889217,0.94750667
0.14258821,0.8402073,1.212471
0.37204993,0.4865118,0.94285524
0.51540774,0.4489724,0.9191176
0.6691958,0.29192218,0.9691773
0.42050904,0.26171067,1.1862144
0.81008935,-0.8780862,1.1513048
0.0570643,1.0501609,1.1712184
-0.0062597245,0.7623013,1.1663265
0.08542401,2.1068857,1.0950787
-0.13847074,1.3927116,1.0616498
0.11775448,1.7136644,1.1313013
0.33283788,0.25372627,1.2149912
-0.14892119,2.5214531,1.2694451
-0.14980921,1.4594374,1.1187422
-0.06872116,1.8798766,1.0686994
-0.15670146,2.144925,1.1347468
0.041154902,0.9960644,1.1277912
0.08401807,1.2382649,1.1485134
-0.028408626,1.9286051,1.1091855
0.2596396,0.5016997,1.0296569
0.07623907,1.0828704,1.1199641
0.5284133,0.57412595,1.2320607
0.4491999,0.60657924,1.2282903
-0.23699519,2.2108645,1.1345193
-0.17926136,1.9739773,1.1818998
0.6316501,-0.06462713,1.2675085
0.4628404,0.46348572,1.1912392
0.41331485,0.40134767,1.1136438
0.5597976,0.37971413,1.0541561
0.21650007,1.0427125,0.9914966
0.5308597,0.6100089,1.2067702
0.41842774,0.6248593,1.1969477
0.31708,0.57747984,1.0345325
0.5935464,0.44156435,1.028396
0.3774584,0.8089012,1.2409915
0.55713135,0.77356994,1.3099139
0.46545318,0.71320695,1.3203387
0.89692,-0.862706,1.2233593
0.6930663,-0.5673336,1.2562256
0.26208243,1.0812234,1.2007661
0.581317,0.05171058,1.0844002
0.17735225,1.5012245,1.2934635
0.32321638,0.849786,1.114792
0.51651984,0.35688958,1.0001705
0.17316428,1.1039656,1.0363748
0.12400706,1.8152981,1.011396
-0.09958613,1.639218,1.0940233
-0.12161972,1.6200906,1.0911775
0.10623695,1.5330347,1.085218
0.14785083,1.3649747,1.1251218
0.466873,0.623026,1.0327324
0.39820236,0.52765137,1.0262547
0.7962213,-0.56049246,1.1312099
0.949874,-0.40072742,1.096744
0.31989977,1.2203002,1.2484394
0.2394831,0.9362605,0.9942275
0.3845109,0.6066041,1.0816578
0.17654508,1.2303013,1.140235
0.30194527,0.86819506,1.0343102
0.4677712,0.059923347,1.0988411
-0.09854729,2.2434273,1.0471416
0.24782036,0.5830058,1.1603224
0.35835454,0.8876888,1.2140604
0.34062943,0.7239545,1.21039
0.5807197,0.22424723,1.1298529
-0.01638865,1.7010695,1.0849857
-0.041543446,1.6870956,1.1326944
-0.04810285,1.906888,1.1562396
0.21338907,1.387127,1.0991727
0.36476123,0.9600278,1.0355735
0.32044733,0.8123804,1.033295
0.2854098,0.6057553,1.0671061
-0.07104725,2.109693,0.99247557
0.5097809,0.47440392,1.1544523
0.24425079,1.5608525,1.013885
0.1592203,2.0108805,1.0000072
0.52528757,0.262819,0.93809223
0.56007534,0.4049325,1.4448726
0.21545896,0.77925515,1.3873556
0.5801911,0.36427572,1.1011215
0.52668685,0.5628135,1.1203065
0.6312824,-0.008677689,1.105932
0.108356,1.4624047,1.391332
0.09824216,1.3582994,0.92315483
0.14831448,1.2284575,1.0195827
0.12459642,1.2909946,1.0276319
0.21662648,0.8821544,0.981754
0.3208848,0.95061153,1.2088058
0.60616374,0.18371563,1.0756007
-0.12218696,2.2785068,1.1054794
0.4176745,0.46622515,1.2493265
0.47539103,0.2529265,1.0570081
0.53187525,0.34939572,1.0442989
0.29146588,0.6729389,1.0145664
0.18479604,1.5064266,1.0049137
0.089743875,1.5192755,1.1668861
-0.047783762,1.075104,1.0543886
0.10308722,1.6622984,1.0608921
0.32359907,0.91214824,0.9774331
-0.15239863,2.442569,1.3341529
-0.13496563,1.6260191,1.2906871
-0.295528,1.8149278,1.2801638
-0.0479024,1.7729452,1.0842814
0.16406171,1.1409583,1.3600483
0.43311223,1.2273207,1.2851257
0.45710775,0.61967474,0.998743
-0.017449677,1.9296714,1.1800537
-0.04238899,1.8796986,1.2167279
0.33131874,0.99403507,1.2686691
0.2442684,0.71640414,1.2441373
0.32646865,0.44960833,1.1934217
0.526827,1.1428064,1.2936528
0.2878921,0.86556447,1.2546846
0.35221103,0.7032462,1.0894843
0.20716876,1.2548229,1.0946037
0.15665619,0.8912165,1.0567788
0.13462771,0.9648679,1.0216253
0.29771805,0.78314114,1.0154912
0.30552462,0.46695253,0.94197375
0.3420609,0.93839496,0.92994356
0.3605553,1.1996386,0.9804549
0.445843,0.42423034,1.0439227
0.53987736,0.58097154,1.0200691
-0.22276637,1.9543675,1.153799
0.5718627,-0.030645784,1.0831238
0.5506285,-0.013306078,0.9617084
0.40415993,0.60268706,0.99548405
0.06510963,1.3187753,0.9820311
0.13698918,1.554979,0.9578869
0.26767287,0.7350777,0.957926
0.06805897,1.2521827,1.1787807
0.18390103,1.2728916,1.1567998
0.6394721,0.041235384,1.0323441
-0.2115214,1.954018,1.2844247
-0.0548688,2.132391,1.1185825
-0.19476297,1.6589539,1.2146817
0.19811933,1.0826329,1.2757666
0.083557725,1.30449,1.1220154
0.24994038,1.8160509,1.1864332
0.07809897,0.54912984,1.2319677
-0.17106715,1.9718912,1.1826618
-0.03955375,1.4789693,1.0785626
0.006680725,1.3323468,1.0828829
-0.15976396,2.4315999,1.1589632
0.44832948,-0.20904289,1.044767
0.4777264,0.18389446,1.0775435
0.58571786,0.49988917,1.003448
0.46077827,0.3935343,1.0561103
0.34801513,1.0451435,1.1084665
0.2663477,1.0113362,1.0979168
0.0039054342,1.334985,1.0389284
0.20242484,1.2688823,1.1347908
0.07798358,0.8629787,1.1569667
-0.10289513,0.90936834,1.1528063
0.13604462,1.7323018,1.1132374
0.4241722,1.0418211,1.030498
0.39593798,0.1388206,0.94239616
0.44359738,-0.010642451,1.1905587
0.37958822,1.0892084,1.0442246
0.15212284,1.0082157,1.1347384
0.16047637,1.0824834,1.0859362
0.07025611,1.3380746,1.0955762
0.46387598,0.4650595,1.2057211
-0.019125711,1.5041461,1.1186974
0.024267161,1.9048814,1.1616224
0.025654888,1.7771297,1.1772279
-0.093925,1.604237,1.0201149
-0.093925,1.604237,1.0201149
0.16956775,1.3786819,1.2280421
-0.018130476,1.2625116,1.2554314
0.9171707,-0.4489092,1.1324965
0.31544158,0.8105502,1.079024
0.44363904,1.2267052,1.0272804
0.3089481,0.3500704,1.0064617
0.5033571,-0.18257853,1.1466353
0.6967076,0.4883591,1.1511179
0.3575025,0.44473213,1.2153118
0.052512985,1.2391024,1.2085004
0.39246404,1.2402399,1.1344416
0.28687727,1.064882,1.1476667
0.3454967,1.0371133,1.1961111
0.60803324,-0.2810465,1.1000818
-0.12251527,2.0799618,1.0928249
0.48320016,0.66052026,0.9888915
0.39334336,0.654593,1.2661662
0.45688733,0.7497286,1.2368506
0.16125906,1.2954937,0.98306084
-0.014936631,1.7782129,1.1451845
0.17913933,1.234951,1.2605672
0.086224146,1.3413432,1.1971745
-0.15219282,2.1332746,1.1391895
0.28875098,0.96007115,1.0442725
-0.0070884335,1.3552431,1.0463154
0.538736,0.25129673,1.1476135
0.3531194,-0.19244765,1.056923
0.79275423,0.3202389,1.1099592
0.5230963,-0.5062614,1.1694877
0.41168076,-0.2112553,1.2966319
0.17869158,0.9885069,1.2803332
0.7314533,-0.44112217,1.1246707
-0.002400402,1.3677373,1.0335224
0.4732707,0.1477841,1.0712783
0.7069379,-0.19187646,1.1378459
0.6169943,0.09048446,1.1563413
0.4223113,-0.48581138,1.108764
0.65910894,0.29767528,1.1900356
0.27225778,0.75071603,1.0556072
0.5762471,0.79580295,1.0864838
0.78553426,0.15909053,0.97438276
0.71499044,-0.1331961,1.1927799
0.5547801,-0.029852396,1.2534955
0.94423074,-0.91151893,1.1092037
0.6413062,0.21216932,1.110869
0.4433109,0.8269378,1.1182334
0.2549012,1.3503422,1.0400212
-0.34060976,2.131339,1.2165263
-0.52729017,3.108324,1.1012082
-0.041029498,1.505673,1.1220993
0.37156117,0.8529317,1.1780459
0.21933809,0.83201194,1.1987038
0.54357696,0.21740337,1.0298176
-0.12349911,1.9267182,1.0955116
-0.21358667,1.4514812,1.0650581
-0.07906768,2.7987902,1.1171834
-0.37958533,2.2295215,1.0855017
0.7050709,0.01512284,1.1779625
0.61153376,0.17776506,1.1909826
0.49235246,0.3908593,1.0416152
0.49235246,0.3908593,1.0416152
0.78981787,0.05222664,1.0973961
0.5387107,0.7680815,1.0899646
0.21163882,0.6721415,1.0844731
0.47779968,0.6145075,1.1150277
0.71838063,0.104,1.178139
0.2693373,1.1393852,1.1128507
0.3045048,0.7918027,1.1169956
0.39717746,1.1742483,1.0657462
0.25858513,0.78515416,1.1731622
-0.054913457,1.129184,1.1289705
0.4713876,0.10739007,0.9920191
0.6681106,0.2710781,1.0612346
0.5973528,0.04453866,1.1239797
0.57048845,0.31603664,1.1245341
0.39916614,0.81333005,1.108155
0.24599728,1.3551141,1.1884168
0.3683033,0.50784016,1.1986179
0.49440756,0.5163891,1.2327125
0.31787005,0.5755726,1.0022414
0.30076677,1.0101763,1.0520846
0.5715877,-0.10968193,1.1204664
0.69852155,-0.29792652,1.1227331
-0.120329246,1.715061,1.0127934
-0.1208669,1.88116,1.1890107
0.0887214,1.4124576,1.0533552
0.084591836,1.3343058,1.3282926
-0.08995576,1.1267295,1.2977736
-0.2568225,1.6840309,0.9578664
0.56791556,0.88587505,1.3268616
0.4491966,0.9827487,1.3065604
0.41895762,-0.072069034,1.2664452
0.2677468,-0.23795104,1.1937767
0.13937408,0.85768455,1.0163469
0.4473057,0.9124171,0.9452281
0.33893692,0.3481634,0.89550376
0.55047053,0.46282458,0.9343733
0.80370384,-0.44068772,1.0954773
-0.0870484,1.8526349,1.1752379
0.63476294,-0.0009997359,1.1085815
-0.1514687,1.9917501,1.1117458
-0.094294146,1.8822832,1.2182989
-0.2705591,1.9679887,1.1461067
-0.35602385,2.1359618,1.099251
-0.4467098,1.9947758,1.0662166
0.97334194,-0.83247334,1.260551
0.9227238,-0.9696076,1.2431463
0.8707668,-1.0563482,1.2441659
0.5720682,-0.44051924,1.0020652
0.6658464,0.16927437,1.0693216
0.73760295,-0.17409977,1.2205249
-0.06898834,1.8824824,1.0794864
-0.21119718,1.8242075,1.217859
0.36005604,1.0576224,1.1456466
0.46025273,0.5076972,1.164168
0.88712627,-0.6908103,1.0692085
0.38535845,0.5517497,1.1684666
0.21309875,0.643046,1.2410227
0.30780888,0.7307587,1.1445768
0.28625146,0.974826,1.0772228
0.5800429,0.18991888,1.1578826
0.2892104,0.93341196,1.0867528
0.14776894,0.9722589,1.0445019
0.3887707,1.0388149,1.1290454
0.4665322,-0.42426455,1.2535285
0.46348396,0.62983537,1.1617718
0.68374413,0.00082796183,1.2717326
0.12788275,1.1587377,0.9584848
0.28409177,1.0163885,0.82304156
0.69347614,0.15525374,1.3711113
0.67699665,-0.4673722,1.242214
-0.16159654,2.0174925,0.9801479
0.37431422,0.5278741,1.1162876
0.0514519,1.5205101,1.0416565
0.32304078,1.0167996,0.9348064
0.0482439,1.1479609,1.0953485
0.41501674,0.88122356,1.0774317
0.15685843,0.96339524,1.0320235
0.07552936,1.1211766,1.0166137
0.15451841,1.3371464,1.0768448
0.49669054,0.38358235,1.1407857
0.53731674,0.41387448,1.0518829
0.4231024,0.7812324,1.0174639
0.26273823,0.74191415,1.0772917
0.21742956,0.8657211,1.0621718
0.3417756,0.6289399,0.97016406
0.44993025,0.7240282,1.1671708
0.28045788,0.81356525,1.0810636
0.25312665,0.519917,1.111755
0.5692838,0.34823912,1.005575
0.13354875,1.6516418,1.1789458
0.3742139,0.284986,1.0805128
0.5797507,0.48074898,1.2036326
-0.124439925,1.645897,1.268639
0.021042751,1.7787333,1.2674575
0.17038003,0.9804123,1.1387697
-0.24142049,2.173983,1.0531839
0.68292344,-0.655509,1.2606848
0.52674544,-0.21417274,1.0888743
-0.036998346,1.7044269,1.3152484
0.45947322,0.29529122,0.9734713
-0.02995945,1.1975405,1.0009825
-0.09930197,1.1177646,1.0051092
-0.040625677,1.5555149,0.97773486
-0.13631493,1.6419826,1.190521
-0.014694174,1.2835494,1.1393222
0.07214325,1.0000331,1.1414543
-0.12739,2.4541397,1.1267723
-0.18758963,1.9737737,1.3784986
-0.19203559,2.0325797,1.2998052
0.7382259,-0.36011288,1.3846557
0.72871196,-0.429661,1.4357793
1.0522158,-0.7722751,1.1349521
0.6406217,-0.45165628,1.1040431
0.55176026,0.104863785,1.092548
0.46565226,0.573546,1.0862292
-0.28334317,2.466284,1.1100405
0.48503014,0.37403676,1.0295961
0.6316524,0.7360231,1.0519115
0.48671308,0.3938253,1.0285064
0.049545962,1.265738,1.1290035
-0.07743183,1.5801104,1.1318831
0.15193304,1.2734151,1.0482646
0.18322363,1.4049795,1.0684171
0.14038648,1.1098682,1.1045338
0.6893727,0.16901253,1.1503088
0.4550861,0.81198657,1.0417855
-0.12960167,1.3331578,1.0880395
0.4598921,0.2774124,1.2462754
0.16827536,1.3335888,1.0726258
0.067464374,1.1827539,1.0725559
0.2560561,1.0380706,1.0294662
0.1608373,1.2102462,1.0505368
0.6364134,0.010574259,1.0209739
0.6559607,-0.009774758,1.0974312
0.2711416,0.9562226,1.1551564
0.63012373,0.03589676,1.1331095
0.63012373,0.03589676,1.1331095
0.44257054,1.0679096,1.2317405
0.32491794,0.108306676,1.2960584
0.45237377,0.3767484,1.0319704
0.18614632,1.2046425,1.0704606
0.3213902,0.58178467,1.093979
0.22592135,1.1716125,1.0904174
0.28273442,1.4191056,1.0356027
0.11287168,1.3239362,1.0623153
0.075255975,1.3241339,1.0683951
-0.013400532,1.597633,1.0110093
0.0050417166,2.038981,1.0279256
0.21171911,1.5306734,1.1058028
0.8095173,-0.0054599983,1.160808
0.66935706,0.3265327,1.0107731
0.03688258,1.9289418,1.0836041
0.8144388,-1.135234,1.1506194
0.77821046,-1.144606,1.1465675
0.00887496,1.0204737,1.0559196
0.18932378,1.3560644,1.1154563
0.3238713,1.3081914,0.9871381
0.8127334,0.10544068,1.4099365
0.3061905,1.3061427,1.1881188
0.008832896,0.8484588,1.0535289
0.44635653,-0.1836325,0.96128696
0.38342905,0.9752892,1.0041972
-0.19483349,1.9965109,1.2169613
-0.15424141,2.0053728,1.2222503
-0.21539596,1.9293863,1.1573303
-0.22612299,1.5616542,1.1503491
0.50954473,0.71596783,1.0293086
0.48222855,0.1027841,1.1132159
0.63565516,0.19045325,1.1284456
0.8332827,-0.54716915,1.0612353
-0.031350855,1.413892,1.137977
0.21273533,1.8221978,1.234376
0.34734523,0.32673576,1.2522905
0.11188494,1.7140377,1.2585907
0.04696057,0.6381892,1.2399306
-0.15267292,0.578607,1.2499269
0.2168463,1.269239,1.2464514
0.16524395,1.302776,1.1237428
0.3018487,0.849755,1.0709733
-0.079291835,1.4733858,1.0682116
0.6278411,0.61561507,1.1007481
0.43511525,0.13392732,1.1429802
0.41903323,0.7097716,1.0225015
0.48215923,0.9381089,1.0144631
0.35269445,0.4719284,1.0091954
0.24775925,0.20211801,0.9933224
0.029701542,1.5485387,1.0051341
0.633311,0.37235078,1.2104023
0.33634976,0.5276309,1.002283
0.31959412,0.6969404,0.9172843
0.27542958,0.63340926,0.9432805
0.38972604,0.3728672,1.1669624
0.21967144,0.37916303,0.9827287
0.120067686,0.8343104,1.3155005
0.09252828,2.016943,0.9781789
0.10792921,1.6619778,1.3511268
0.124332584,0.614185,1.1978761
0.41885063,0.1853926,1.2260067
0.11472233,1.037191,1.09943
0.06534866,1.0093831,1.092221
0.46681878,0.65089524,1.094456
0.33206573,1.1381652,1.1248794
0.23141955,1.1548669,1.0962687
0.3939846,0.74886453,1.2055253
0.6812802,-0.24605733,1.1947541
-0.1565891,1.8515837,1.1896648
-0.20509784,1.7345363,1.2079889
0.8213245,0.25060177,1.231797
0.6174698,-0.5659558,1.0379553
0.5863895,-0.31603247,1.3697515
0.21835302,1.3057561,1.2387835
0.27442706,1.3050436,1.2395425
0.45291615,1.0190667,1.3028159
0.91153866,-0.80751127,1.2332463
0.3959981,0.39708188,1.1015753
-0.004634129,1.2600374,1.0921273
0.10241313,1.6326901,1.0639396
-0.15530935,2.0902023,1.1115835
0.04216699,1.7483426,1.188822
0.4406745,0.81152576,1.0528994
0.31211472,0.4579676,0.9594992
0.3646973,0.5966637,1.042663
0.41565382,0.06962207,1.0330156
0.03074,1.8397995,1.1587229
0.057104416,1.4731756,1.0304706
0.2014126,1.0050418,1.0880522
0.25820783,0.9031811,1.1467611
0.3163227,0.49590176,1.1805496
0.5199156,0.60007334,1.230047
0.36746928,1.1556275,0.867976
0.22538969,0.116721615,1.0012414
1.0549284,-2.0115435,1.4199387
0.82324827,0.22753803,1.2888542
0.10450099,1.4523892,1.0070605
0.13077393,1.3797605,1.0760539
0.10889602,1.0005192,1.0752112
0.357709,0.953368,1.1882837
0.18613735,0.77856535,1.2997724
0.2670429,0.90318,1.2298068
0.55206025,0.28049144,1.1760433
0.7653122,-0.24386674,1.1809642
0.21767867,0.8354507,1.1704781
0.47926074,0.56566095,0.9511445
0.79582083,-0.21616046,1.0807266
0.72606516,-0.3823547,1.0940527
0.4766217,-0.09702158,1.0549575
-0.09470124,2.351862,1.1000406
0.28249112,1.4221839,1.2401369
0.16915894,0.7952726,1.5799127
0.44990674,0.534642,1.4402757
-0.4004478,2.7530658,1.1265744
0.3846825,0.7352128,1.105732
0.33159807,0.6376284,1.0230842
0.24973121,0.7114674,0.99290323
-0.012824765,1.1694814,1.232943
0.2833972,1.373719,1.2434781
-0.11417077,1.7439256,1.0982594
-0.2978954,2.4544644,1.0571586
-0.16717197,1.5942624,1.0099657
-0.06829668,2.3724005,1.0065767
0.38775268,1.0964562,1.0213299
0.44931215,0.20304209,1.1437078
0.33236307,0.16057114,1.0978225
0.4131573,0.26371118,1.1170079
0.27323344,1.0377488,1.0674218
0.5762963,0.2867529,0.9884132
0.53101474,-0.21440037,1.3790853
0.49367395,0.96124274,1.1744889
0.5021629,1.1004066,1.1897072
0.4192737,0.10266818,1.0883933
0.3575823,0.85888064,1.0068153
0.21332993,0.64052635,1.0904654
0.31997418,1.1525153,1.0542812
0.11694182,1.3060224,1.0075437
0.0056202654,1.5633515,1.1961372
0.17547025,1.3363016,0.99677706
0.64504665,0.05534128,1.008846
0.5740025,0.07798659,1.0392675
0.13281517,1.4125453,1.001316
0.14429037,1.01222,1.0190194
0.36651218,0.6249632,1.0225219
-0.009155263,1.6624522,1.2353934
0.29415032,0.81623745,0.9551006
0.27839527,0.9641617,0.9701679
0.2415219,1.0376776,0.9500809
0.3404256,1.170909,1.0677661
0.3720114,0.7477011,1.1378077
0.46134377,0.518081,1.0665128
0.11236046,1.4443573,1.0397606
0.17049974,1.1541821,1.0069982
0.5685262,0.16190135,1.0017663
-0.17805773,2.0140202,1.1472887
-0.14129831,2.087377,1.0815947
0.48590133,0.24091981,1.0708805
0.52326834,0.2939648,1.0675963
-0.12484566,1.8961214,1.0239928
0.7498697,-0.20918824,1.0251687
0.61396563,-0.33918476,1.0571582
-0.104443915,1.3507581,0.99351764
-0.30375925,2.1029818,0.9720337
-0.20938797,1.6032772,1.0455813
0.7379738,-0.14710037,1.2801683
0.019784931,1.2296077,0.9941875
0.21639678,1.3073735,1.0238243
0.1600629,1.1308466,1.1964638
0.2178724,1.1748219,1.2092645
0.3135528,0.669658,1.150643
0.21396844,0.54908186,1.1355208
0.4297219,0.79099363,1.0697788
0.31808767,0.74644303,1.0197788
0.18487677,0.8311175,1.1029593
0.13984214,0.75929785,1.1024046
0.34742877,0.8596074,1.0803196
0.3929496,0.41331324,1.2392288
0.3778064,0.7950134,1.0309907
0.44132647,0.97688997,1.0521839
0.20964646,0.60306954,1.0923884
0.3935236,1.2242693,1.1135529
0.23759134,0.9909375,1.1491386
0.30466738,0.7314548,1.0048641
0.64185107,0.11458888,1.1153312
0.237941,1.0722969,1.0401831
0.41343823,0.47467428,1.2515368
0.16268454,1.1138413,0.9766503
-0.29189667,2.2851558,1.1897252
0.2826556,0.7694806,1.2592243
0.40825945,1.404059,1.2205338
0.039207872,0.9929911,1.0350164
0.19295566,1.8521531,0.9928021
0.02139131,1.2334232,1.0514269
0.14024772,1.0310508,1.0971942
0.35174334,1.3171086,1.1685545
0.61962885,1.1944747,1.1790148
0.53937685,0.66410744,1.2094022
0.42577764,0.74929184,1.1290436
0.7323352,-0.72691596,1.0643821
0.7720852,-0.26730567,1.2070091
0.65505034,-0.28515744,1.1810447
0.7925324,-0.19371933,1.0680928
0.64796895,0.017730825,1.1343799
0.38363293,0.2579981,1.0862323
0.30025223,0.9976665,1.106854
0.30921885,0.7686054,1.0965844
0.46888793,0.81636584,1.1286807
0.030341782,1.3449032,1.030972
-0.18173113,2.1427743,1.296913
-0.32487,2.3737617,1.0981612
-0.5865486,2.993883,1.2024295
-0.43555722,2.6102047,1.1611596
0.016805742,1.5873855,1.1160904
0.23597698,0.88209057,1.1241769
0.4286791,0.64027524,0.9844478
0.1696805,1.0611613,1.1978309
0.42077047,0.53078747,1.0682589
0.31064087,0.71736515,1.1265337
0.49535024,0.69098806,1.0989764
0.18223123,1.1957573,1.0727671
0.04731742,1.2352859,1.0309796
0.18764782,0.99650455,1.1312368
0.33116323,0.62000287,1.0091192
0.34787464,0.6500628,1.0099853
0.19274059,0.8276348,1.0423322
0.088737056,1.5844923,1.226907
-0.01357445,1.4139798,1.1605695
0.15286104,1.0532736,1.1156964
0.533732,0.36837175,1.05568
0.5428737,0.5303492,1.0907763
0.5111195,0.7325163,1.0930119
0.48937172,0.045167092,1.0967922
0.5153476,0.3903704,1.1054616
-0.09918583,1.6561458,1.0436813
-0.075975426,1.992872,1.0218353
-0.08599434,1.5733286,1.1732663
-0.30256048,1.3345323,1.1753622
0.32637605,1.0362245,1.1465431
-0.030284747,1.9595244,1.1595062
-0.107810736,1.5024594,0.942924
0.1497844,1.5340371,0.92092323
0.496605,0.55840653,1.1621854
0.48232868,0.8640998,1.2638483
0.5675254,0.29116884,1.2286096
0.4725847,0.3271735,1.1208783
0.2694916,0.9249869,1.0548209
0.29261407,1.2004602,1.0566227
0.14144288,0.90380764,1.1780423
0.46097416,0.8079579,1.2873781
-0.026215157,1.3106261,1.1200267
0.19500817,1.6432633,1.2133375
0.06344367,0.8944771,1.2086685
0.47143614,0.9848082,1.2505809
0.29494935,1.4069731,1.0852528
0.5041905,0.80786574,1.1086549
