alpha,beta_Dnorm,beta_CEI
-10.29808,6.279045,1.3016824
-10.033069,6.2571287,1.2131028
-10.005794,6.043674,1.210267
-10.089504,5.996122,1.2109869
-9.844217,6.2238884,1.0657771
-9.380811,4.6950874,1.2366117
-10.324737,5.6386385,1.4079082
-10.202213,5.726262,1.3408685
-9.906836,5.962984,1.3443284
-10.292021,5.613204,1.3521278
-9.0514,4.270935,1.1645643
-9.049904,4.317204,1.1662253
-8.94738,4.6195874,1.1702076
-9.002452,4.5328317,1.1700145
-10.266651,6.2220435,1.2097999
-11.305629,8.351571,0.9962725
-10.85761,7.5644436,1.0592991
-10.760008,7.663724,1.0670733
-9.292258,5.6376214,0.9613366
-9.945838,5.7856565,1.1794974
-9.42766,4.9542837,1.2248523
-9.292594,5.1582084,1.216167
-9.462237,4.8451457,1.2883364
-9.327511,4.9257274,1.2625576
-8.796482,3.489945,1.3284271
-8.593956,3.735288,1.3548954
-8.415646,3.8469305,1.112771
-10.114299,6.1252584,1.2244183
-7.7348475,3.2667873,0.93455404
-10.379834,6.5943527,1.2221327
-11.661564,8.800816,1.0685021
-11.517744,8.521061,1.0685501
-9.914808,6.1101537,0.9925263
-9.913814,6.466216,1.0416594
-10.488906,6.921696,1.0933474
-10.545186,6.7646866,1.0892311
-9.2592125,4.744517,1.2472181
-10.152613,6.118039,1.3213735
-9.441961,5.1521745,1.1624137
-10.780063,7.506525,1.0487491
-10.816192,7.3568068,1.0510663
-10.150701,6.9000416,0.96219647
-9.999849,6.6819158,0.8519634
-9.982619,6.723476,0.8334762
-10.887326,7.997896,0.92877823
-10.566663,7.368881,0.8971688
-10.253037,7.183663,0.8938484
-10.24038,7.2386546,0.887049
-11.992678,9.250242,1.1012492
-10.920813,7.8808126,1.0137769
-11.710728,8.770488,1.1174908
-11.773142,8.665272,1.136207
-9.594842,5.106862,1.2338398
-9.619178,5.322321,1.1464107
-9.527705,5.542171,1.1552131
-9.643275,5.3801737,1.1568819
-9.596105,5.2851057,1.1863918
-8.6002245,3.4995277,1.2593788
-9.630471,5.7768025,1.0341885
-9.282148,5.067548,1.1239341
-9.060319,4.428687,1.2830545
-8.636873,3.9352746,1.2176923
-9.731803,5.7318983,1.1551415
-9.80816,5.5096154,1.1649128
-9.090628,4.018231,1.3816197
-8.296644,3.6892126,1.0032762
-8.127059,2.8902686,1.3847771
-9.725686,6.0085864,1.0757482
-8.888824,4.7923727,0.970982
-8.825328,4.632687,0.9373337
-8.813524,4.650306,0.9358253
-8.546665,3.456757,1.3649069
-8.654452,3.618706,1.3208702
-8.473993,3.8471246,1.1895889
-9.494002,5.4846735,1.1842587
-9.373323,5.4587617,1.1320217
-9.405374,5.429097,1.1334983
-9.702471,5.4073625,1.152191
-9.616673,5.4618835,1.251124
-10.430522,6.8037214,1.1013908
-10.469758,6.883234,1.0886507
-9.964534,6.2217336,1.0535849
-10.4513445,6.7612786,1.2034987
-10.400754,6.9246964,1.1922287
-8.782134,3.7655127,1.2837837
-9.847578,5.6568503,1.1608981
-9.936044,5.999133,1.0676639
-9.051798,4.507391,1.2080446
-9.2035885,4.771296,1.2139686
-8.84707,4.6129956,1.0922577
-8.60652,3.4972336,1.4378445
-9.299109,4.8173294,1.2954416
-9.863909,5.6283746,1.2387509
-9.341621,5.095073,1.2284358
-8.553133,3.418056,1.2988251
-9.573892,5.8998156,1.1238339
-9.717707,5.4150167,1.1270517
-10.609147,7.5684767,1.047735
-10.258002,6.5946126,1.1171474
-10.615766,6.9495764,1.1687138
-10.767218,7.4131074,1.0958806
-9.071652,4.8411503,1.1082177
-8.559778,3.8111184,1.1497165
-9.238066,5.146823,1.0186511
-9.745794,6.2534385,0.975027
-9.860865,5.5372634,1.2968192
-7.620533,2.1291857,1.3196785
-7.534077,2.2149413,1.2717108
-7.719202,2.346658,1.2631232
-8.793521,4.155635,1.2675472
-8.934129,4.820065,1.0830436
-9.13354,4.7186847,1.1167858
-9.220645,5.206776,1.1126069
-9.111364,5.2383437,1.0105647
-9.548229,5.2736683,1.1911299
-9.677609,5.482967,1.2416742
-9.198473,4.6707892,1.2187276
-8.969776,4.396373,1.1406405
-8.709634,4.068831,1.2634357
-8.804224,4.1203194,1.2188692
-7.523618,1.7605054,1.3909997
-9.396873,5.1934886,1.1946036
-9.969128,6.0473056,1.1448226
-11.278622,7.9079165,1.1858705
-10.4780035,7.3799696,0.97081125
-8.689341,3.547532,1.3404789
-9.7233095,5.977917,1.1198128
-9.731744,5.3164067,1.3046362
-8.476565,3.8426785,1.176331
-8.471583,4.0258174,1.1760616
-8.690763,4.372522,1.1769636
-8.954047,4.198404,1.1914798
-9.54479,6.0273166,1.0299143
-9.299796,5.274471,0.930493
-9.975635,6.1472654,1.0453163
-9.779356,5.3098507,1.3109109
-9.937704,5.9074035,1.1720501
-8.920418,4.398811,1.2373766
-8.975824,4.3762836,1.2256056
-9.246688,5.1212893,1.1278952
-9.783278,5.786321,1.2488406
-9.5066,4.588089,1.483616
-9.252558,4.268745,1.4913644
-7.7932425,2.745693,1.260802
-7.8998747,2.4621587,1.2585686
-7.890473,2.4990697,1.2568632
-8.001869,2.988725,1.2503306
-8.757198,4.1367674,1.1139723
-8.3419,3.9044893,1.0958958
-7.9352484,3.064973,1.110924
-9.17979,5.2089705,0.97780645
-9.342027,5.586642,1.0804101
-8.922325,4.505402,1.0374964
-9.900446,5.7858377,1.1746279
-8.559957,3.6199584,1.2528278
-9.39654,5.165332,1.2325383
-9.451656,5.3532495,1.1352679
-9.496967,5.638937,1.0832908
-8.078629,3.224072,1.1638448
-7.6616173,2.536643,1.2280171
-7.5720363,2.2193623,1.2119305
-7.770484,2.5282996,1.2537936
-7.843972,2.542949,1.2485694
-8.136601,2.7021995,1.3534425
-8.658423,3.4731991,1.3651218
-8.685788,4.1316757,1.2228482
-8.452642,3.629043,1.2366034
-8.019594,2.850812,1.2691282
-8.869048,4.423811,1.1459719
-8.173087,3.0447392,1.3313456
-8.279709,2.8078277,1.37124
-7.9323187,3.4111094,1.0253825
-9.421351,5.5009885,1.0306739
-8.000824,2.756422,1.3057839
-8.235032,3.4860575,1.1903151
-10.241987,6.3238635,1.3401576
-9.706073,5.3763027,1.2394487
-9.696662,5.3884635,1.2381881
-9.556871,5.628301,1.2314641
-9.916303,5.776468,1.3419416
-9.961388,5.686889,1.3536735
-8.880204,4.2313237,1.3701731
-8.922902,4.215113,1.3697909
-8.12265,3.141429,1.3193915
-9.0852585,5.001561,1.046552
-9.092657,4.8895483,1.1345158
-9.4765005,5.352544,1.0166171
-9.387547,5.396467,1.020187
-9.430367,5.3289433,1.1531814
-9.692672,5.448517,1.2657917
-9.145987,4.7322073,1.1950285
-8.471862,3.9456663,1.1675388
-9.973684,6.1920295,1.1230574
-9.554394,5.345014,1.2243985
-9.406196,5.442202,1.1087604
-10.38608,6.3603244,1.0986608
-10.171141,6.7740054,1.1200098
-10.306312,6.651484,1.1135509
-9.047023,4.5648465,1.248544
-8.986328,4.6038475,1.2607635
-9.467386,5.3863516,1.2542118
-9.3273535,4.9931717,1.0910231
-9.256946,5.213697,1.0942265
-9.29524,5.111549,1.0705035
-9.716912,5.83237,1.1333059
-9.871749,5.758605,1.1292299
-10.510743,6.7499485,1.132834
-10.385524,6.5272436,1.0764655
-10.34082,6.7175865,1.0764773
-10.10388,6.528063,0.89033306
-9.203114,4.3770375,1.343177
-8.428672,3.4314463,1.3513216
-8.518498,3.1950667,1.3413922
-8.209596,2.635822,1.4124573
-8.16294,2.8211904,1.4046777
-8.542881,3.1061184,1.5198357
-8.740417,3.4335697,1.5289891
-8.848845,3.246036,1.5441827
-8.8842325,3.206709,1.5532196
-8.060324,2.9196126,1.198674
-7.957229,3.0799644,1.2000988
-7.6942925,2.547734,1.2921427
-7.301147,2.0445197,1.1799772
-7.3767076,1.9940352,1.1826353
-6.5337358,0.21700391,1.3654529
-6.416246,0.36747393,1.3603648
-6.5833755,0.5788008,1.2609147
-7.402252,1.9999483,1.2535466
-7.6149416,2.4793,1.240658
-8.183026,3.0818312,1.2154285
-8.13597,3.2750864,1.2274284
-7.9452243,2.7760851,1.3631537
-8.565546,3.868187,1.2228494
-10.370035,5.9227886,1.4468527
-10.324389,6.4090033,1.3607795
-10.036304,5.9205885,1.2548163
-10.477976,7.1192193,1.0716211
-11.380812,8.09478,1.217435
-8.918274,4.4257064,1.1549925
-9.011514,4.5656176,1.1599191
-9.870813,5.9226556,1.149239
-9.606029,5.4628825,1.162107
-9.750292,5.7262053,1.1560451
-9.321164,4.974665,1.1787839
-9.661789,5.465591,1.1884042
-9.057243,4.7077823,1.1803017
-8.537602,3.4692726,1.335405
-9.003981,4.1745305,1.2950253
-11.164284,8.239834,1.0300273
-10.78695,7.5316887,1.0192448
-10.478976,7.002557,1.0781626
-10.064914,6.1740713,1.1226126
-9.908151,5.9982567,1.1083614
-9.896174,5.6744847,1.1009521
-9.558164,5.8957925,1.1046805
-10.14022,6.1239433,1.127171
-10.030802,6.6069694,0.9354729
-9.558629,5.4997277,1.1173476
-9.3040085,5.361268,1.0240387
-9.430597,5.376154,1.0774632
-9.426314,5.3807487,1.0913864
-10.082974,6.3020167,1.0959352
-9.6194,5.6606073,1.0774026
-9.032584,4.5198264,1.0939434
-8.791107,4.618828,1.0955323
-8.866768,4.7864385,1.0911834
-8.775174,4.6082563,1.0135982
-9.069393,5.011387,1.0399885
-9.0851965,4.8896136,1.0632448
-9.594283,5.8464355,1.0808738
-9.299473,5.6360536,0.9618609
-10.0722275,5.9736695,1.2949164
-10.370218,6.7746797,1.1653601
-10.411063,6.795244,1.1685797
-9.9135,5.6523376,1.3232636
-8.850486,4.576042,1.0950569
-9.002997,4.709196,1.131183
-8.8763275,4.135912,1.3103292
-8.375008,3.291444,1.3131571
-8.767128,4.2316294,1.1576657
-9.145231,4.4785137,1.2036068
-9.174612,4.596565,1.1345733
-7.6541476,2.4991734,1.1721855
-7.8489237,3.0729842,1.0641901
-8.731635,4.153466,1.2011578
-9.493508,4.7347617,1.415604
-8.97089,4.6483645,1.1261165
-9.119916,4.6943517,1.1910876
-8.654259,3.93613,1.2086033
-10.168601,6.6442375,0.992711
-10.694938,7.1612506,1.2270082
-10.236682,6.2930846,1.2232356
-9.173689,4.483365,1.2956253
-8.815672,4.3596244,1.1888704
-8.1328745,3.4926906,1.1010807
-8.45975,3.4988177,1.2228838
-9.156249,4.8886786,1.1352098
-9.122488,4.7859735,1.1430827
-9.354704,4.9019184,1.2391489
-9.329906,4.965478,1.2583543
-8.186663,2.9731798,1.293657
-9.247269,5.0012693,1.1634514
-10.279186,6.639287,1.1684393
-9.812325,5.8669686,1.11188
-9.339292,5.2217836,1.023353
-10.161898,6.3201723,1.047579
-9.968302,6.6149354,1.038436
-9.979254,6.322633,1.0474235
-9.389425,4.855336,1.3273145
-9.478673,4.974295,1.3053921
-9.415612,4.935246,1.3105196
-9.470202,4.953273,1.3088399
-10.044432,6.273993,1.1863292
-9.817036,5.993988,1.1590873
-9.780498,5.7444777,1.209096
-10.7816515,7.5170794,1.1289277
-9.679753,5.6956897,1.1282082
-9.278519,4.5686245,1.3441515
-9.746484,5.2763243,1.2723324
-9.678531,5.415016,1.288387
-9.782918,5.5721965,1.1716017
-10.381772,6.7477174,1.2309788
-10.512789,6.5649776,1.2226704
-10.40619,7.258133,0.95716363
-9.6274,5.57552,1.1533601
-9.608976,5.701943,1.1613673
-10.197132,6.7313786,1.0845598
-10.097761,6.3685517,1.0576012
-10.10071,6.3051553,1.064592
-9.650132,6.0138397,1.0444778
-9.751773,5.9642286,1.1118385
-10.504266,7.4104095,1.0049843
-9.527502,5.1028433,1.1663542
-9.3601265,5.296912,1.1710485
-11.34481,8.128404,1.0644696
-11.236386,7.9540744,1.03854
-11.051025,7.9429073,1.0505872
-11.259319,8.207634,1.0660199
-11.297814,8.029887,1.1459938
-11.348525,8.645042,0.9328476
-11.300903,8.226833,1.1557016
-11.575039,8.35542,1.1233432
-11.490384,8.898668,0.97816056
-10.582849,7.6664104,0.95123756
-10.581401,6.7265944,1.3279659
-9.974505,6.5620275,1.0046105
-9.630386,5.8151093,1.1072309
-9.4063,5.193384,1.2255398
-9.139441,4.6664248,1.2184765
-9.990024,6.4393806,1.1135241
-9.9724245,6.5117974,1.1178088
-8.808394,4.421679,1.202413
-8.705212,3.7572072,1.3051485
-8.774483,4.340169,1.1629752
-8.721166,4.1094236,1.1358497
-8.648357,4.3753977,1.1636052
-8.276767,3.248294,1.2583338
-8.1420145,3.1886728,1.282612
-7.9059496,2.7729511,1.1845428
-10.157456,6.493958,1.1910156
-9.365719,5.1514235,1.1581361
-9.566467,4.965789,1.364059
-9.635135,4.7487745,1.450148
-9.328647,4.3579025,1.4686067
-8.292564,3.21612,1.2683365
-10.647707,6.894864,1.2544593
-8.774213,3.8393276,1.3521817
-9.323446,4.696332,1.3291849
-9.558835,5.892012,0.99087995
-8.800711,3.467449,1.4904625
-9.088205,3.7439728,1.5437605
-8.912208,3.1853929,1.664731
-7.1225057,1.6097287,1.2491417
-8.182993,3.3398538,1.1450417
-8.016873,3.4841225,1.156938
-9.111306,4.4385114,1.2936361
-9.457801,5.1907825,1.1602663
-9.312865,5.193817,1.1721759
-9.795304,5.965495,1.1077478
-8.991415,4.5179515,1.1483353
-9.39626,5.2511783,1.1235965
-9.353913,5.3051233,1.1147566
-10.62673,7.2130456,1.0357031
-10.584003,7.4098067,1.0264809
-8.979541,4.9638195,1.1364617
-8.969049,4.3733788,1.1228957
-9.278362,4.877035,1.1794962
-8.565589,3.9187427,1.2080406
-8.489328,3.6456442,1.1979667
-7.7855763,2.7953432,1.0777411
-12.020642,9.405281,1.0219506
-8.202404,2.699578,1.4420984
-8.191439,2.7903762,1.4269543
-8.439822,3.0885022,1.413291
-8.448126,3.2112741,1.4207298
-8.377638,3.3436425,1.4180896
-8.399033,3.3807983,1.423345
-8.493323,3.2064679,1.423004
-10.075171,6.5691724,1.0382082
-9.747341,5.3708124,1.301711
-7.9004626,2.950691,1.1549146
-8.899777,3.401344,1.5229297
-9.0728655,3.8113554,1.4550906
-8.32708,3.029958,1.2952253
-8.346798,3.3253808,1.2108856
-8.1559725,3.3754451,1.238154
-9.630526,5.54579,1.1179893
-10.286814,5.774095,1.4017236
-9.996711,5.5538783,1.3124523
-9.587457,5.03737,1.3260945
-8.719533,4.318496,1.1213605
-9.207483,4.54502,1.1610951
-10.640253,7.732094,0.9891357
-8.529257,3.5629225,1.1826223
-8.487855,3.6208367,1.1607836
-8.801681,4.290667,1.1687595
-9.060173,4.3435073,1.1507084
-9.759982,6.240334,0.9071819
-10.877683,7.07243,1.3269073
-10.695056,7.2278714,1.1876194
-10.654714,7.156881,1.1760246
-10.093545,6.3229413,1.2262021
-10.161923,6.2846794,1.2067056
-10.387715,6.4372935,1.2686282
-10.326034,6.916152,1.1161357
-11.752596,9.460702,0.9129451
-11.317358,7.5513535,1.2682935
-7.7987986,2.655224,1.2376857
-9.8443365,5.7992773,1.1639097
-9.83346,6.3310704,1.0613694
-9.932031,6.147477,1.0198834
-9.528636,5.603948,1.0800638
-9.320435,4.8560743,1.2942646
-9.431668,4.8052444,1.308982
-9.163406,4.5293474,1.3405517
-9.234888,4.351431,1.3381784
-8.22181,3.0409513,1.206993
-8.659791,4.1855288,1.0703425
-9.881533,5.9638243,1.1165469
-9.499673,5.5063844,1.1413602
-9.8735695,6.0291014,1.137494
-10.170107,6.2565026,1.2321471
-10.654605,7.042171,1.2013774
-10.366693,6.48675,1.2488111
-9.100186,4.7337723,1.1998577
-8.516965,3.6864564,1.2434715
-9.871478,6.039488,1.1078784
-7.2969565,1.9181089,1.2438656
-8.832887,3.8807251,1.3891475
-8.333323,3.5175395,1.182881
-8.407769,3.453458,1.184466
-10.013282,5.9025946,1.1509641
-10.0642395,5.644901,1.2913222
-9.782134,5.5491643,1.2518044
-9.3839655,4.8765745,1.2905604
-8.773372,4.147751,1.1882417
-9.214708,5.1164823,1.1296674
-9.299837,4.833743,1.1205904
-9.179344,4.89219,1.2568171
-9.923094,6.310907,1.039563
-9.986946,6.206754,1.033171
-9.346673,5.0895333,1.07466
-9.78371,5.7754917,1.0652201
-9.875718,6.143359,1.098407
-9.954353,6.057592,1.0976703
-8.169769,3.051126,1.2203753
-8.951781,4.6738524,1.1565001
-10.734807,7.459633,1.0209963
-9.622705,5.3329306,1.2659984
-9.066239,4.457106,1.2281553
-9.933654,5.931476,1.2322056
-9.998913,6.0069604,1.1833762
-10.118664,6.2543983,1.1500319
-11.035978,7.472929,1.1778852
-8.941933,4.436953,1.2164264
-9.126987,4.641362,1.2520615
-8.854369,4.306734,1.2002603
-8.791971,4.1616764,1.2093362
-8.241231,3.7877429,1.0208137
-8.261349,3.9363248,0.9985679
-9.625833,5.368459,1.3108284
-9.383398,4.959302,1.1629839
-10.647669,7.3065324,1.0728087
-10.493229,6.8024406,1.1405519
-10.141552,6.4222193,1.0813949
-8.841515,4.036722,1.2258292
-9.276153,4.919793,1.1907953
-9.15701,5.0419593,1.1926051
-9.2728405,4.64614,1.1960256
-9.159384,4.581436,1.1886221
-8.869092,4.4877696,1.2078526
-8.927601,4.403761,1.2133564
-10.590861,7.1281276,1.0834899
-8.663255,3.8570266,1.2575192
-8.830024,4.08281,1.2227995
-8.959936,4.3440146,1.2862717
-9.382569,5.1175146,1.1547915
-9.391329,5.210134,1.1697755
-9.440408,5.321882,1.1953301
-9.48109,5.1372795,1.1851509
-7.984672,2.7773287,1.340867
-8.015425,2.4254687,1.372415
-9.157906,4.6065497,1.178269
-9.056165,4.9281826,1.1605154
-9.127583,4.63628,1.1417983
-9.054942,4.957841,1.152422
-9.856082,6.177883,1.1033486
-9.021469,4.464406,1.1529509
-8.94846,4.6896644,1.149208
-8.378939,3.6565735,1.2248747
-9.891382,5.732788,1.1942652
-8.7748575,4.247819,1.2438512
-8.925735,4.43257,1.1587083
-9.520333,5.717617,1.0447527
-10.266436,6.4617624,1.1778525
-9.966513,6.127389,1.1724771
-7.469341,2.160985,1.1855294
-7.1285357,1.6609389,1.2457961
-8.0128565,2.9927208,1.1621162
-10.347022,6.334562,1.1153843
-9.560697,5.3209867,1.1083672
-9.3931265,5.555218,1.1001805
-8.912858,4.507923,1.0934765
-10.354234,7.0363894,0.939961
-10.306421,7.0987673,0.9312696
-10.399335,7.1190896,1.0223817
-8.383499,3.0392866,1.3705281
-7.7684774,2.8817444,1.2432147
-7.8939757,2.566664,1.2392648
-7.784474,2.4427438,1.3774279
-7.9020777,2.0789993,1.3857993
-9.694426,5.609412,1.2387756
-9.771844,5.565195,1.2343773
-9.200511,4.9759817,1.2068384
-9.095749,4.958406,1.1088964
-11.082457,7.664694,1.073058
-11.410033,8.134275,1.0504804
-10.534568,7.7154784,0.92621523
-11.231316,8.068735,1.1558996
-11.427056,8.018406,1.1542922
-11.204464,7.9845037,1.1360095
-11.464421,8.22952,1.178453
-12.009342,9.157543,1.1208969
-11.0087595,8.317454,0.94221437
-9.918963,5.5281377,1.2715614
-10.186112,6.1834517,1.1776129
-10.125843,6.326395,1.1697599
-9.325489,5.5059657,0.98160535
-9.438151,5.1550703,1.2371552
-9.446935,5.313009,1.2372829
-9.219836,4.788917,1.1393685
-9.095912,4.884321,1.118643
-9.702317,5.794106,1.1588247
-10.134688,6.058213,1.2368141
-10.682631,7.3922515,1.0935777
-10.531331,7.042678,1.0917395
-10.128257,6.569103,1.0759654
-10.160417,6.4045987,1.1597183
-9.171511,4.503455,1.2816204
-9.075428,4.7375255,1.1891071
-9.12986,4.7496343,1.1953584
-9.827065,5.6159744,1.2605497
-9.972128,5.8309336,1.2614107
-10.566352,6.4385905,1.2848356
-10.927978,7.7212615,1.173058
-10.665177,7.241051,1.1946295
-10.7283,7.115204,1.1925385
-7.6154714,1.7623119,1.3416793
-9.853456,5.653298,1.1856076
-9.682934,5.720613,1.1856024
-8.891389,4.868578,0.9709813
-8.983035,4.8041706,0.9775882
-10.72644,7.060284,1.2541088
-11.08443,7.580095,1.2116596
-8.915482,4.4429827,1.2230678
-8.786578,4.338738,1.182075
-8.414979,4.041498,1.1059847
-7.9471054,2.665389,1.2475966
-8.963652,4.4176354,1.225295
-9.550609,5.1742563,1.2741153
-8.717044,4.4960217,1.0523503
-9.048218,4.4341817,1.2554576
-10.116516,6.372217,1.1254156
-10.450254,6.72437,1.1886632
-9.526879,5.610463,1.0089567
-10.062211,6.427667,1.0672278
-10.483063,6.7720137,1.1612171
-10.315851,6.0794096,1.2569712
-10.089091,6.4152346,1.2453856
-10.357996,5.9567676,1.2986234
-10.09938,6.296873,1.2959281
-10.712034,7.2921753,1.0066661
-10.631299,7.1925983,1.0410149
-9.274241,5.1794252,1.1784049
-9.385201,4.872424,1.1598777
-9.221266,5.140771,1.1780907
-10.077494,5.9843287,1.2490914
-9.934888,6.010315,1.1399035
-9.74419,5.8777294,1.0604178
-10.416959,6.5331173,1.2717017
-10.345686,6.589547,1.2335018
-10.839241,7.2855196,1.1890779
-10.950214,7.1441493,1.1925792
-10.920693,7.2756,1.2325269
-8.785544,4.075081,1.2322927
-8.529826,3.9000554,1.1967415
-8.547311,3.909081,1.201581
-6.206295,-0.51583177,1.510422
-7.405483,2.279458,1.1153662
-10.709768,7.49838,0.92095935
-10.78811,7.8559155,0.9186572
-10.891766,7.619771,0.9081079
-7.675067,2.055092,1.3609189
-7.5391293,2.0685413,1.3468436
-11.095292,8.074988,0.99670714
-10.978832,7.8566008,0.99486023
-10.959369,7.9570417,0.9831154
-10.959369,7.9570417,0.9831154
-10.248684,6.126271,1.3111182
-10.157989,6.139393,1.2606624
-10.124247,6.1860514,1.2603061
-10.05343,5.965883,1.2164114
-9.058136,4.9888105,1.1004559
-8.921232,4.884289,1.0075586
-9.644876,5.582765,1.1959271
-9.712864,5.513913,1.2288061
-10.145154,6.9746585,0.9207842
-10.110756,7.195396,0.917768
-10.380395,7.127837,0.9556235
-10.4532995,6.6970873,1.2122457
-10.524788,6.7015505,1.2382212
-10.547467,7.371561,0.94733816
-8.777787,4.674523,0.9936419
-8.941302,4.411713,1.2143316
-8.987998,4.726751,1.0916687
-11.070067,7.272642,1.3518335
-8.928862,4.823987,1.1246057
-9.828632,5.721916,1.1145308
-9.476131,5.41035,1.1504457
-9.031034,4.391578,1.2035244
-9.205119,5.2256346,1.0755837
-9.318804,5.035666,1.0831442
-9.6939945,5.6922607,1.123368
-8.713299,3.6988435,1.4025978
-11.3136015,8.138108,1.1080109
-9.185277,5.2278504,1.0247691
-9.145169,5.220713,1.0096698
-8.363951,3.561344,1.0956807
-10.190701,6.4995794,1.0950614
-9.716226,5.8126216,1.0788897
-8.620594,3.8139794,1.2480934
-9.03587,4.8220763,1.1785047
-7.760634,2.7639585,1.2022983
-7.7671766,2.5358863,1.2118373
-7.8790016,2.8330028,1.2126207
-8.755869,4.0618734,1.2221272
-8.755869,4.0618734,1.2221272
-8.608624,4.1750193,1.2397411
-8.211519,3.319037,1.2018429
-8.857727,4.023764,1.3722934
-8.734416,3.6068158,1.377078
-8.705564,3.743707,1.3736756
-8.260307,3.4314303,1.1311712
-9.297873,4.794089,1.2905554
-8.687851,3.9662013,1.2386333
-8.677791,3.7714117,1.235723
-8.09581,3.3318245,1.1660036
-8.040655,3.4110916,1.17228
-8.680349,3.6081688,1.3647323
-9.688766,5.3298693,1.2597556
-9.839606,5.877827,1.2059813
-10.1827345,6.463823,1.0674397
-9.944649,5.821819,1.2730416
-8.802069,4.25819,1.1481799
-9.503596,5.484367,1.1206267
-9.7520075,5.9373,1.1424956
-9.747962,5.9741206,1.0142585
-9.8516,6.2210655,0.9945023
-9.329867,5.375077,1.0311615
-9.798722,5.6221347,1.2030612
-9.611884,5.797064,1.1020508
-8.226384,3.5382102,1.1483518
-10.967346,7.4484677,1.217039
-10.912703,7.560981,1.2034103
-8.530327,3.9566777,1.1267228
-8.44027,4.0303283,1.1283947
-8.699405,4.4426303,1.1518549
-8.922837,4.2878137,1.1413879
-8.905772,4.2132554,1.2349254
-8.817711,4.3082123,1.234125
-8.916096,4.6536927,1.1169635
-9.161411,4.739018,1.1742656
-7.6139436,2.4502418,1.2235827
-7.6858945,2.3593624,1.2230284
-8.206597,3.2846842,1.1512727
-8.291016,3.4829946,1.1051295
-7.8998923,2.4751036,1.2797233
-9.120098,3.9437716,1.3833361
-9.052572,4.2715974,1.3790326
-9.124228,3.9590693,1.440761
-9.085664,4.3125186,1.4084804
-9.263087,4.2417264,1.3985004
-7.671471,2.4194891,1.3221396
-9.468338,4.5693893,1.3966916
-8.26299,2.9497354,1.318222
-9.248032,5.0739894,1.1105778
-8.4018545,3.504051,1.2807437
-10.427033,6.310498,1.3406197
-10.888905,7.5477786,1.1356575
-9.699908,5.5945697,1.15229
-11.34607,8.4078045,0.99427044
-10.743584,7.285685,1.1065495
-9.56852,5.5385485,1.0137888
-9.49309,5.653214,1.0235323
-9.563818,5.8855367,0.996018
-9.153535,4.859577,1.2013807
-8.958427,4.7117352,1.1709903
-8.922946,4.7764244,1.172554
-8.980599,4.4385233,1.1087204
-8.890332,4.5843925,1.1098983
-9.23615,4.8452225,1.1839747
-8.542233,3.6940172,1.227677
-8.963999,4.573736,1.2299888
-8.928182,4.1032596,1.2572552
-8.6457615,4.2897925,1.2544873
-9.784564,6.4451337,1.048319
-10.201448,6.291244,1.0333153
-9.820057,6.4585447,1.013091
-10.191016,6.562755,1.12243
-10.384045,6.7224145,1.0740592
-10.999138,7.9088354,1.0220163
-8.923694,4.462112,1.2595537
-10.302741,6.550739,1.2556276
-10.271547,6.438969,1.2409247
-10.43742,6.445577,1.302621
-10.429258,6.5166287,1.310201
-10.58537,6.344203,1.2983075
-10.3986225,6.557533,1.3009003
-11.056073,7.759487,1.0488575
-10.839652,7.978188,1.0940523
-11.001614,7.7361107,1.0994171
-11.007839,7.433744,1.12261
-10.883013,7.7677107,1.1315958
-10.845714,7.476396,1.1431825
-10.843078,7.5322876,1.1494709
-11.807286,9.007304,1.1116315
-11.72865,8.945327,1.0996323
-12.100647,9.754654,0.9841547
-12.678157,9.928824,1.1068605
-12.456906,10.0348835,1.110419
-12.627767,9.930523,1.1019459
-11.707031,8.920927,1.0273817
-11.842731,8.883903,1.1024079
-10.759154,7.6218166,1.0053967
-9.575147,5.266994,1.2701764
-10.214193,6.9067454,0.9535238
-11.248771,7.9603148,1.1926566
-11.21218,7.8580375,1.171055
-11.546696,8.015658,1.2296728
-8.653829,4.462134,0.99850446
-8.715992,4.4786377,0.9834179
-9.184507,5.230255,1.032466
-9.64162,5.468874,1.169953
-10.291604,6.895533,1.0673428
-10.393416,6.904433,1.1214156
-9.467894,5.342215,1.0636923
-9.29616,5.3193817,1.1697478
-8.787089,4.8377223,1.0223914
-9.483546,5.8818316,0.9690538
-10.824107,7.2183924,1.193313
-9.653426,5.598746,1.2241228
-8.340008,3.660344,1.0924498
-8.114891,3.5826013,1.0064862
-8.154869,3.5381474,1.0752369
-9.444978,5.08201,1.1390014
-9.269208,5.3555903,1.0539204
-9.324985,5.2829604,1.043031
-8.972066,4.077847,1.3174409
-8.330254,3.3685188,1.1818427
-9.421259,5.178628,1.1778122
-10.047832,6.0106416,1.1646551
-10.009357,6.2754555,1.136281
-9.667384,5.5658555,1.1997029
-8.596744,3.9696567,1.1309891
-8.363549,3.9614255,1.0991293
-9.33047,4.615995,1.3149153
-8.3960285,3.8421965,1.1757932
-7.938047,3.0285861,1.0685414
-9.630392,5.068679,1.436077
-9.840955,5.320105,1.4551575
-9.863889,5.2934093,1.4423598
-9.873769,5.1158056,1.4410462
-10.542714,6.6877246,1.2584859
-11.32896,8.069892,1.1795572
-12.04599,9.3826685,1.1257024
-12.221334,9.352218,1.1570307
-10.169852,6.4283843,1.1230361
