alpha,beta_Dnorm,beta_CEI
-10.317481,6.370505,1.1011355
-9.572279,6.114314,1.0257971
-10.168554,5.9303207,1.244237
-11.093332,7.9911065,1.1361507
-11.177081,7.972553,1.1423292
-9.509695,5.3608317,1.191093
-11.637306,9.04876,0.928866
-11.189908,8.557471,0.84389216
-11.222453,8.565097,0.8415701
-11.25546,8.439946,0.8253574
-11.021976,7.9494915,0.9550524
-11.014606,8.079031,0.9857557
-11.048245,8.012117,0.9984367
-11.450451,8.451672,1.0526093
-10.536428,7.210208,1.0371189
-10.757435,7.4100003,1.063688
-8.514589,3.296342,1.4035075
-8.756765,3.6415477,1.3598112
-8.661992,3.7667155,1.3629707
-8.25645,2.7872255,1.3946414
-10.022046,6.5374093,0.9478901
-9.966237,6.657378,0.9572388
-10.068863,6.513244,0.96591604
-10.012632,6.6304655,0.981642
-9.9191265,6.3013625,1.0550692
-10.45182,7.2804003,0.9684394
-10.248051,6.9714637,0.9957772
-10.69498,6.926762,1.2845428
-10.729668,6.90759,1.2602543
-10.77696,6.895898,1.2700304
-10.949013,7.284279,1.2812445
-9.20209,5.4724226,1.0154068
-9.3008585,5.2998652,1.0230582
-10.268158,6.8651094,1.0656382
-8.849305,4.2778425,1.1452583
-9.125115,5.0262256,1.1171623
-8.9583435,4.452419,1.1730819
-9.232906,4.9784765,1.1606524
-7.7705874,2.3124268,1.3206633
-7.8034344,2.513287,1.3006139
-11.146425,7.8777366,1.224506
-9.389281,5.4789414,1.1339579
-8.589085,4.2741027,1.1345705
-9.357687,5.2101264,1.2308753
-10.736643,6.9936867,1.3102031
-11.082124,7.444527,1.3155289
-10.830399,7.38356,1.182766
-11.056533,7.7041006,1.2462369
-9.885356,5.357355,1.3013877
-8.147532,3.2695818,1.2714713
-8.382358,3.2462256,1.2299255
-7.958965,3.1242075,1.2028286
-8.299757,3.2356591,1.2332834
-8.038098,3.0834723,1.2587941
-8.116909,2.8583517,1.2719988
-8.333838,3.79613,1.0498214
-9.507688,5.61127,1.0383545
-9.527262,5.5285683,1.0327203
-8.716161,4.696682,1.0000421
-8.818957,4.9395304,0.9216391
-8.816733,4.961318,0.9107643
-8.925852,4.8999534,0.936344
-9.061242,5.196164,0.9803144
-9.228061,5.3032784,0.9509903
-10.385697,6.5661173,1.1905389
-9.622341,5.4690704,1.2854687
-9.442855,5.7069535,1.0983081
-9.538544,5.4605002,1.0929054
-9.446627,5.4918804,1.115621
-8.655824,4.1655397,1.173009
-8.6271515,3.9630244,1.1647915
-8.764469,4.1000724,1.2501099
-8.806789,3.981823,1.2474581
-7.966344,2.7738008,1.1604898
-9.807294,4.887442,1.4400307
-9.6006775,5.076225,1.4709781
-9.538718,4.8346567,1.4564425
-9.658337,4.760315,1.4543241
-9.538853,4.9286127,1.4491502
-9.637861,4.268886,1.4411227
-9.706741,5.044246,1.3772385
-9.124426,4.5379424,1.3312002
-9.362097,5.312434,1.0442286
-9.438819,5.292739,1.0443215
-9.599652,5.741009,1.1041071
-10.33867,6.6887994,1.0913079
-8.910883,4.4903493,1.1608069
-10.961135,7.7777205,1.0496308
-10.936346,8.014066,0.92282933
-11.406765,8.897185,0.8711332
-9.839324,6.465522,0.90154725
-9.483758,5.595527,1.06495
-9.563606,5.5279245,1.133251
-8.817371,4.2547946,1.1764666
-10.085779,6.1594863,1.2458979
-9.939762,6.035262,1.1667044
-11.40813,8.390242,1.0780097
-11.464616,8.23153,1.17555
-11.760872,8.772587,1.1180354
-11.760872,8.772587,1.1180354
-9.724297,5.764547,1.143598
-9.481959,5.36318,1.2003921
-9.579159,5.225662,1.1994181
-9.893221,6.291719,1.0819284
-10.311232,6.187975,1.251398
-10.276492,6.062974,1.2505212
-9.6235,5.5749016,1.1414483
-9.368634,5.333982,1.0911963
-9.285186,5.4976892,1.0930995
-9.368204,5.147751,1.2961683
-9.519536,4.916444,1.3024622
-9.588388,5.1268363,1.2918632
-8.916362,4.4061537,1.254243
-9.229261,4.6225624,1.2250527
-10.440028,6.4250426,1.3788917
-8.394177,4.034194,1.0161873
-8.972878,4.906382,1.0649972
-9.025229,4.874192,1.0127414
-8.79179,4.574697,0.9527599
-7.563952,1.8472645,1.507121
-7.653452,1.6186935,1.5082529
-7.450886,1.6242629,1.5391835
-10.341155,7.2639647,0.8781837
-10.925803,7.9395595,0.913596
-9.673516,5.4694624,1.1982709
-8.416516,3.457162,1.3309109
-8.516982,3.468107,1.3029165
-8.680434,3.584967,1.3455013
-8.245232,3.2400799,1.3225964
-8.758432,3.685502,1.3399909
-8.981958,4.252175,1.2764798
-8.351243,3.7509222,1.1558995
-8.109213,3.2288468,1.2280664
-8.661941,4.177401,1.1610417
-10.034498,5.6795115,1.2800145
-9.106315,4.9337378,1.1289219
-9.1874275,4.74654,1.1250963
-9.183247,4.9157753,1.1303544
-8.11286,3.5007153,1.0993565
-8.111582,3.5430598,1.099229
-9.991822,5.2356825,1.4756076
-8.5496025,4.08121,1.1420163
-7.1881676,1.6359779,1.2200391
-8.346681,3.1807456,1.3578006
-9.205247,4.4488783,1.3387997
-9.189864,4.4761314,1.3019506
-10.016784,6.1450667,1.1430728
-10.249573,6.571425,1.123752
-10.113427,6.4668813,1.0630302
-11.156525,8.311071,0.931241
-11.031636,8.300425,0.94551724
-10.1155205,6.352413,1.083961
-10.045363,6.5026126,1.0888036
-9.493326,5.7573223,0.9624817
-10.169431,6.5275555,1.1240652
-9.810295,6.2483487,1.0124109
-8.191043,3.053457,1.2703924
-8.401182,3.8235795,1.1479526
-8.051013,2.967111,1.2499136
-8.814101,3.8860462,1.3092836
-8.529892,3.757449,1.2692679
-9.356355,5.1965656,1.1236265
-8.392092,3.3963473,1.2742286
-8.649431,4.067735,1.1907073
-9.483092,5.2623906,1.2056421
-9.503732,5.235427,1.2183294
-9.325289,4.994603,1.2190903
-9.242595,4.8618474,1.2124252
-9.183094,4.8263884,1.2006443
-9.085039,4.700151,1.1919649
-9.098523,4.481831,1.2327647
-9.285927,4.504532,1.318954
-9.218565,4.7577696,1.31107
-9.630774,5.6376247,1.168118
-8.629807,3.8272243,1.247449
-9.718665,5.397544,1.1469927
-9.243304,4.6527677,1.1857066
-9.239721,4.6723576,1.1825795
-9.373073,5.3164515,1.087124
-9.235117,5.0239854,1.1300862
-9.406172,5.2241244,1.151533
-9.955485,6.582894,1.0923059
-9.989486,6.569622,1.0883375
-10.734002,7.65592,0.84062165
-10.689233,7.7888203,0.85816586
-7.9602327,2.327922,1.4922653
-11.43224,8.053412,1.2525568
-11.515147,7.988912,1.2364979
-10.861901,6.8663297,1.2853745
-9.650953,5.2825537,1.2089295
-9.82662,5.5853057,1.3225487
-9.938043,6.427765,1.0912242
-10.998112,7.5019917,1.1370364
-8.587521,4.6962686,1.0558207
-8.870171,4.2855916,1.0674804
-9.402067,4.9601054,1.0734487
-9.428622,4.9648776,1.2192672
-10.387486,6.32683,1.2193941
-9.821817,5.9986315,0.98836374
-9.781025,5.715669,1.1721073
-9.24788,4.7025537,1.2904884
-9.23695,4.6953597,1.2969843
-9.036245,4.762795,1.1916133
-8.820152,4.2707033,1.2104622
-9.472609,4.8134847,1.3704711
-9.5540495,4.968417,1.3459303
-9.298175,4.77471,1.2955165
-8.604028,3.8911266,1.28035
-8.675591,3.8643746,1.2690618
-8.629457,3.8369079,1.2925485
-8.756416,4.3491993,1.0875553
-9.909665,6.4778795,0.9426168
-9.951306,6.3549833,0.9462084
-10.411389,6.943084,1.1310261
-10.856679,7.3170795,1.1238981
-11.068389,7.8848433,1.1661152
-10.931083,7.7160554,1.1435447
-9.303611,5.6373186,0.90026134
-9.421082,5.5133295,0.8998478
-9.84823,6.1606083,1.1802129
-9.978159,6.022602,1.1834958
-9.869195,6.165946,1.1885443
-9.966749,5.772788,1.1802329
-9.891285,5.8816323,1.1824951
-10.5093,6.497787,1.2271175
-10.569325,6.1278663,1.3750848
-10.316041,6.2626076,1.3403579
-9.564371,5.405295,1.1262276
-9.57078,5.6288285,1.1549716
-9.631877,5.496128,1.1366208
-10.679868,6.4312725,1.3949665
-10.641601,6.3639603,1.398938
-10.583739,6.3302064,1.3872721
-10.533125,6.4274344,1.387104
-10.798175,6.9811096,1.2861296
-10.936063,7.5682974,1.1962798
-10.616884,7.0899315,1.1507478
-10.885496,7.5529456,1.1713327
-10.869563,7.0323043,1.2771772
-9.442912,4.678362,1.4519247
-9.486438,4.515813,1.4698881
-9.437567,4.6596246,1.475795
-10.427777,7.54826,0.8654776
-10.695727,7.36074,0.9914718
-10.203859,7.298326,0.8218426
-10.10444,6.4756556,1.0349276
-9.859483,6.122603,1.0477257
-9.575479,6.0313845,0.93948615
-9.695294,5.760967,1.0128993
-9.563173,5.9462266,1.0459054
-9.813645,5.898657,1.0353466
-9.749244,5.9265532,1.0201147
-9.521712,5.6295247,0.9521802
-9.294048,5.034655,1.0995612
-9.529086,5.204971,1.1498595
-9.643197,5.5137353,1.2116838
-9.586335,5.246966,1.2219623
-9.890368,5.8665075,1.1659935
-10.521865,7.0967064,1.0908368
-10.318496,6.538252,1.1471231
-9.177886,5.037732,1.1449251
-10.266289,6.9527397,0.98532593
-10.296186,6.7805243,0.99544257
-9.848141,5.597957,1.3489882
-8.365967,3.7410958,1.0684546
-8.426846,3.5836527,1.0492353
-8.384702,4.2483954,1.056654
-10.322515,6.9697843,1.1819787
-9.828041,6.52828,0.92006826
-9.869564,6.4152904,0.905172
-9.968358,6.3968987,0.89625907
-11.209534,7.8769403,1.0762393
-11.095755,7.821852,1.0866107
-11.085813,7.8999033,1.0803919
-11.145468,7.841456,1.0827395
-10.704462,7.3732524,1.1097254
-9.928699,5.91433,1.2885674
-9.679049,4.950058,1.4273542
-8.556853,3.7539692,1.2372979
-9.334052,5.0211554,1.1576524
-9.609182,5.1512895,1.2771616
-8.852159,4.367093,1.162445
-8.579491,4.4103694,1.1177285
-9.521035,5.245887,1.0663525
-9.449522,5.3415065,1.0528661
-9.068125,4.5064044,1.180893
-9.275674,5.001021,1.2255249
-9.002942,4.842699,1.0032146
-8.626585,3.735388,1.2773384
-8.62287,3.719876,1.2728361
-8.865974,4.177834,1.2909625
-9.0301695,4.959998,1.0294927
-9.755385,5.769804,1.1138825
-9.708732,5.912386,1.1026654
-9.904959,5.7406297,1.1088305
-9.778203,6.176712,1.1311872
-9.35488,5.0818324,1.2810472
-9.691454,5.5319495,1.2389152
-9.659037,5.6692677,1.2416645
-9.659037,5.6692677,1.2416645
-10.186954,6.134568,1.1603713
-8.691177,3.8486667,1.3377048
-8.640052,3.8147519,1.3090355
-9.45684,5.4979167,1.0584896
-9.399512,5.5609827,1.0280255
-10.94709,7.7351117,1.1077054
-9.758041,6.0554476,1.0616246
-10.039462,6.318261,1.0748775
-10.137252,6.40769,1.098524
-9.700065,5.7508793,1.1425052
-8.3654585,3.155544,1.3617004
-9.813891,5.5343146,1.2187083
-9.653451,5.554749,1.2493305
-10.258239,6.2139006,1.2591066
-10.366254,6.420386,1.2551852
-10.388815,6.306334,1.2968774
-10.732639,6.946082,1.2933929
-10.9315815,6.9561944,1.3636891
-11.166577,7.315968,1.4101837
-11.02969,7.242506,1.3328481
-12.064628,9.513312,1.104858
-9.771255,5.3677807,1.171316
-9.569966,5.709689,1.1648175
-9.219693,5.064211,1.1313728
-8.939853,4.5939136,1.1581998
-8.929623,4.667515,1.0928364
-9.024597,4.516905,1.0984352
-8.878779,4.649395,1.1091609
-9.082677,4.555157,1.1561301
-8.653027,3.9770644,1.2890047
-9.155687,4.622564,1.2691816
-9.596248,5.360209,1.22773
-9.627403,5.411218,1.2329863
-8.67068,3.6995947,1.232477
-8.690318,3.6545286,1.2304978
-8.475002,3.8798683,1.2078928
-9.460607,6.0603395,0.92488
-9.591794,5.812905,0.9288491
-9.49647,5.926474,0.981783
-9.037343,4.425361,1.3112344
-9.347633,5.397235,1.0913739
-9.665465,5.507936,1.2028407
-9.033762,4.619317,1.2304063
-9.003158,4.642546,1.1222774
-9.057311,4.559504,1.1051284
-8.725308,3.8653593,1.192801
-9.393354,5.307844,1.1306404
-9.503858,5.413038,1.1348965
-9.547321,5.3610034,1.1249205
-9.385105,5.4451385,1.1281363
-9.787938,5.5432177,1.1124315
-10.501028,7.186945,1.1707892
-10.193609,6.8552456,0.9073609
-10.853067,7.090564,1.2586637
-10.930542,6.974818,1.250154
-10.771123,7.0874357,1.26116
-10.724028,7.138349,1.24861
-10.293907,6.2221594,1.2289082
-10.16998,6.416874,1.2201719
-10.780905,7.395602,1.2352734
-10.900316,7.418118,1.2501906
-10.180257,6.8048043,0.9771182
-10.180257,6.8048043,0.9771182
-10.108065,7.139336,0.90043885
-11.408946,8.981078,0.9156042
-11.246422,8.0789585,1.0478301
-10.277144,6.3753457,1.1121564
-10.29475,6.413331,1.1082454
-10.089142,6.5111427,1.1171511
-8.806331,4.358495,1.2049336
-8.899676,4.312292,1.198509
-9.509975,5.4025216,1.1173483
-9.511655,5.6474757,1.1105773
-9.712868,5.683911,1.1561573
-10.38717,6.626378,1.1559055
-11.478891,8.22381,1.1661074
-11.103888,8.197933,1.0009112
-10.007398,6.384208,1.0669677
-8.4477415,3.120407,1.4118339
-7.6001377,2.3303847,1.1978172
-10.498675,6.30654,1.293383
-10.2345295,6.350574,1.2921621
-10.222754,6.358012,1.2910864
-8.941435,4.314135,1.3578048
-8.655642,3.917994,1.28203
-8.513836,3.3718195,1.315002
-8.47963,3.7125483,1.273524
-8.395246,3.9221609,0.98306596
-8.360875,3.8364894,1.0143614
-10.449474,6.3454,1.3036114
-10.2163515,6.5458627,1.0650203
-9.027718,4.4390106,1.2830628
-9.002042,4.699477,1.1081905
-8.974993,4.847766,1.1098218
-7.8393936,2.7439551,1.2068491
-7.7873473,2.920154,1.0988164
-7.7673345,2.8072398,1.0982044
-8.083715,2.6934607,1.3155702
-7.9342375,2.336193,1.3735131
-7.8647237,2.5718346,1.3706629
-7.500923,2.3359308,1.2250433
-7.778962,3.0409718,1.0986116
-7.807614,3.045886,1.0906937
-6.729419,0.9491786,1.2457151
-8.15276,3.382421,1.1221348
-9.575473,4.7719398,1.5203445
-10.464541,6.4182596,1.2412637
-10.126965,6.345018,1.1947246
-9.851981,5.913183,1.0962245
-9.8432045,6.1764855,1.0927685
-8.84182,4.1616898,1.2513092
-9.495789,5.6054435,1.1804999
-9.602139,5.6623554,1.0918702
-8.099531,3.1886063,1.1953218
-9.306339,5.0498304,1.1491247
-9.642521,5.35908,1.2591475
-9.732992,5.2594676,1.265703
-9.056583,4.5452266,1.2595195
-9.864802,5.4580193,1.2812369
-9.746957,5.6661615,1.2752131
-9.563769,5.33437,1.1464864
-8.566702,3.8177257,1.2685022
-7.887994,3.253389,1.0066792
-7.9699492,3.2373698,1.0920224
-8.150516,3.2638261,1.2400868
-8.838851,3.9403398,1.349005
-11.53416,7.914786,1.2824776
-11.162622,7.7674527,1.2654601
-8.649522,4.1242166,1.0249891
-8.54054,4.0560484,1.0813756
-8.52358,3.9639528,1.0650706
-8.483296,3.9787433,1.0915964
-8.495646,3.9036946,1.1058624
-7.700651,2.5361207,1.2419211
-7.770733,2.4311948,1.2456605
-7.961133,2.9112985,1.3005745
-7.9663086,2.9107454,1.3004727
-7.963693,2.9184575,1.3032203
-8.159198,2.7828054,1.2894046
-9.411592,5.6432943,1.080353
-9.547073,5.5867395,1.0714592
-9.153037,4.725509,1.193924
-10.246751,6.685535,1.127083
-8.796464,3.8873103,1.4262542
-8.848103,3.668261,1.428348
-7.9580574,3.1405826,1.0986128
-8.076151,2.971116,1.1136348
-8.0365715,2.9382496,1.1042024
-9.177819,4.515801,1.406004
-8.171438,3.5843487,1.0561721
-8.616725,4.235639,1.0641642
-8.471913,4.2106566,1.0239296
-8.512774,4.060455,0.95482284
-8.124156,3.7343717,1.0452312
-9.068235,4.906702,1.0700576
-7.804464,2.3844335,1.3279814
-8.299164,3.7945414,1.066513
-8.916094,4.3681087,1.2019751
-9.109807,4.684525,1.1708674
-9.088521,4.5289307,1.1633847
-8.570808,3.722139,1.3494158
-8.686444,3.4988697,1.348285
-8.54036,3.2731628,1.3741962
-9.686028,5.6556883,1.2047539
-9.118987,4.489977,1.1789913
-9.301143,4.849378,1.1204957
-8.532439,3.6954129,1.1910248
-8.377106,3.777814,1.1805061
-8.303305,3.7888052,1.1811689
-8.609093,3.9455957,1.1844184
-8.736633,4.0955353,1.2187009
-8.695133,4.2884965,1.228336
-8.761021,4.051085,1.2121383
-9.541946,5.773199,1.0657897
-9.268244,5.3688493,1.0174384
-9.233793,5.16179,1.0000663
-9.116512,5.2082605,1.0080794
-9.116512,5.2082605,1.0080794
-9.293058,5.547869,0.9429372
-9.618664,5.8872447,0.9310218
-10.249081,6.8027706,0.94867766
-10.177921,6.942233,0.9583742
-10.218904,7.510709,0.8056367
-8.805077,4.325206,1.1620156
-8.204319,1.9150627,1.7136651
-8.616685,2.9000762,1.6560857
-9.548799,5.091602,1.3530898
-9.393229,5.642976,1.0096495
-8.478441,3.335658,1.1905025
-8.457079,3.3751185,1.1902671
-8.345229,3.6666539,1.1883452
-8.504376,3.452917,1.1788758
-9.184847,4.389894,1.1150064
-8.951936,4.7044554,1.1293006
-8.797338,4.4618344,1.0963137
-9.763016,5.815266,1.0458244
-9.82641,5.940974,1.0481751
-9.721048,6.0083423,1.0178764
-9.695122,5.926219,1.045914
-9.717152,5.5771813,1.095783
-9.16884,4.8419566,1.021969
-7.636217,2.81187,1.1855643
-8.461032,3.7167566,1.2000343
-10.419477,6.861389,1.070197
-10.467407,7.214785,0.9410902
-11.054951,8.109458,0.9332564
-10.846797,7.762044,1.0579264
-8.383219,3.3063164,1.2474604
-8.282114,3.3989584,1.2476271
-8.25087,3.4147494,1.251049
-8.401314,3.5236828,1.236627
-9.445044,5.8982725,0.94740987
-9.534199,6.061915,0.9535702
-9.623951,5.922813,1.0401924
-8.516429,4.0155163,1.1700208
-9.589448,5.2763805,1.2401446
-9.32318,4.8838186,1.2258992
-9.560756,5.795432,1.1118164
-9.700532,5.5563865,1.102243
-10.151455,5.9989576,1.2683827
-9.541507,5.0772524,1.2564031
-8.521573,3.7162256,1.18619
-9.218231,4.9562516,1.1916798
-9.296016,5.2048373,1.1138263
-9.343595,5.132476,1.1125447
-9.142839,4.994136,1.077106
-8.796527,4.347225,1.1468018
-8.010909,3.1603453,1.1486268
-8.161838,3.2707865,1.1774318
-9.224449,5.2237716,1.17882
-8.579364,4.435658,1.0196466
-8.691421,3.615026,1.3263355
-8.768442,3.5371258,1.3215914
-8.6872635,3.8407104,1.3060834
-8.505086,3.677092,1.3168801
-9.80801,5.850009,1.1940322
-10.900185,7.2566595,1.2043272
-10.4279785,7.4115405,0.86604714
-10.895307,7.297875,1.227794
-11.070124,7.2373633,1.2326922
-10.857073,7.4680543,1.2624558
-10.949133,7.305878,1.2392478
-11.16473,7.835382,1.2346903
-11.182789,7.7507267,1.2396346
-11.119486,7.5449204,1.2921232
-7.966529,2.968774,1.1010008
-7.6108637,2.6978788,1.027778
-7.617939,2.7904038,1.0476702
-7.865253,3.3073196,0.97301346
-9.623321,5.2187333,1.2698585
-9.599946,5.298932,1.2746985
-9.426408,5.682619,1.0256977
-9.983574,5.9416027,1.2462083
-10.211506,6.5297923,1.1902367
-11.317853,7.792044,1.3121217
-11.018538,7.1692014,1.3163452
-10.528513,7.6288486,0.8494288
-9.47877,6.083025,0.8405306
-9.26612,5.7432218,0.8509896
-9.273104,5.595268,0.8464621
-9.063544,5.076445,1.0365169
-10.56539,6.743894,1.2422206
-10.308497,6.26582,1.3031694
-10.353213,6.2230015,1.3084233
-10.384145,6.3989244,1.311368
-10.118015,5.9448566,1.2729778
-9.521137,4.9083233,1.3191313
-9.490422,5.0522766,1.3253541
-9.054801,4.954429,1.08227
-9.509811,5.8433475,1.0665116
-8.80313,3.8355644,1.4213886
-9.178884,4.841451,1.2564
-9.197495,4.770715,1.2605457
-9.464596,5.307804,1.1727705
-9.163777,4.8009787,1.1925043
-9.821656,6.2865944,1.0739814
-9.168885,5.3287697,1.090924
-9.2020235,4.7574663,1.0946529
-8.679594,4.133387,1.1361226
-8.8466215,4.2839127,1.0700637
-8.872713,4.2069855,1.0724708
-8.717983,4.4444346,1.0915631
-9.613238,5.437883,1.164537
-8.448786,3.3891187,1.3662684
-8.452571,3.4844813,1.3697933
-8.551064,3.324702,1.3641795
-8.445997,3.6646676,1.380899
-8.696379,3.590942,1.3741041
-9.314827,4.3260145,1.4828782
-9.553537,4.2836294,1.5398453
-9.61044,5.0672836,1.4573421
-9.357209,4.659989,1.4562483
-9.467313,4.7471366,1.2804352
-10.77565,7.6843314,1.1031961
-10.865466,7.5447235,1.0983123
-10.091865,6.06293,1.1096249
-10.049672,6.224243,1.1931676
-10.087499,6.050592,1.1790041
-10.934661,7.8364277,1.0280768
-9.083677,4.6844153,1.1707922
-8.983395,4.2353463,1.2823102
-8.976066,4.440062,1.2560347
-8.950128,4.2579694,1.2556889
-8.161796,3.2864292,1.1717823
-7.97208,3.2052379,1.1320672
-9.702271,5.517299,1.2119095
-9.7228565,5.4631042,1.2151487
-9.640342,5.828713,1.0232506
-9.553392,5.9527316,0.90441775
-8.740628,4.716762,0.9088184
-8.708987,4.801515,0.87778234
-10.026371,6.626015,1.013491
-8.672676,4.5104737,1.0979687
-8.1876335,3.8132193,1.0529398
-8.735054,4.278325,1.0979468
-8.678514,3.986399,1.265526
-8.678465,3.992317,1.2656232
-8.442682,3.7717276,1.2141372
-10.244967,6.3937373,1.1383488
-10.760252,7.555416,1.094865
-9.725841,5.517023,1.1930627
-10.430863,6.9337626,1.0362402
-9.120216,5.0360928,1.0830138
-9.331908,5.3386836,1.1344959
-9.303867,4.9416614,1.2665575
-10.125315,6.1284194,1.2889249
-10.374269,6.218131,1.3032622
-9.820586,5.292602,1.3610744
-8.809315,4.080706,1.3310621
-8.891891,3.9895108,1.3272104
-8.92738,3.9338634,1.3232598
-8.083941,3.4930832,1.08442
-8.045183,3.4458258,1.0617553
-9.455438,5.1969,1.1732343
-8.386029,3.5551069,1.1825355
-8.243975,3.7256043,1.1894009
-8.558441,3.7048042,1.2264645
-10.77615,7.5447087,1.0646716
-10.986145,7.5070186,1.0621548
-11.335785,7.9267383,1.077597
-9.329297,5.2578087,1.2388768
-9.920053,6.164073,1.1136687
-9.933933,5.8622046,1.2773951
-8.961652,4.74431,1.1736383
-9.186398,5.0634136,1.1539291
-11.377645,7.902314,1.1880282
-11.281961,8.151485,1.0161346
-10.131487,6.7282615,1.0656674
-10.078837,6.1962557,1.052872
-10.425548,6.5147552,1.1780392
-11.000291,7.4597373,1.1368147
-8.841516,4.5181627,1.1253126
-9.324392,5.237933,1.1283804
-10.003622,6.140289,1.0979269
-9.90793,6.3529673,1.1040562
-8.654111,4.342441,1.1681966
-10.075265,5.9218554,1.2216249
-11.183243,7.47589,1.2559558
-10.945644,7.5735097,1.2393378
-9.3872385,5.736796,0.9010535
-10.337294,6.5621643,1.1576389
-9.419596,5.544492,1.1194081
-10.099202,6.751677,0.9851459
-10.30781,6.795274,1.1270195
-10.316594,6.6764965,1.1246105
-10.256728,6.602449,1.0955046
-10.640957,6.8338904,1.2608706
-9.656714,5.0758066,1.3169086
-9.411569,5.229926,1.1805866
-9.464534,5.513031,1.1230841
-9.897036,6.2413554,1.0179996
-9.405386,5.065421,1.2423139
-9.829041,5.9295425,1.1138129
-9.095567,5.1114945,1.0719209
-9.030269,5.0476255,1.0809058
-9.221805,4.8738956,1.1034334
-10.494058,6.5297627,1.1963395
-7.7709756,2.606002,1.2951988
-7.9334035,2.5993981,1.276803
-8.885055,3.7948961,1.4329866
-8.998537,3.719666,1.4683224
-8.32779,3.7675319,1.137219
-8.677874,4.2139983,1.138573
-8.577198,4.1462255,1.1244321
-8.896902,4.326307,1.2473139
-9.021599,4.7253203,1.1056647
-7.872268,2.1348872,1.4664866
-7.8794136,2.328872,1.4362358
-8.4672985,2.7243476,1.5746698
-8.325567,2.7230315,1.5545045
-8.956511,3.7536583,1.4493383
-9.688216,5.756611,1.1092952
-10.564337,7.0338426,1.0081334
-9.547763,5.4119344,1.0729555
-9.493941,5.4436884,1.0812061
-9.959323,6.3213506,1.035974
-10.371115,6.9782205,1.0000477
-10.334307,6.6723757,1.1479123
-9.634448,5.740529,1.101664
-8.776303,4.4223437,1.154297
-9.073043,4.5728297,1.23325
-9.352035,4.965365,1.2580785
-9.2334385,4.9991255,1.2685338
-9.518479,5.05734,1.1870968
-9.340297,5.2301984,1.194601
-9.410079,5.2222557,1.2043958
-10.257478,6.628093,1.1394736
-9.05935,4.787373,1.1686519
-9.020892,4.657446,1.1765363
-9.618309,5.411751,1.1901644
-7.811156,2.9692822,1.0554771
-9.552502,5.699701,1.0306618
-10.688742,7.313459,1.0872338
-9.840834,6.5873866,0.9204175
-9.818861,6.6153145,0.9192587
-8.739406,4.492096,0.91079295
-8.32696,3.3886917,1.1694016
-8.543882,4.092079,1.0424631
-8.838646,4.4915447,1.0640093
-9.238025,5.104545,1.1865867
-9.1449,5.0057645,1.1886286
-7.712888,2.5063539,1.1858722
-7.599919,2.319652,1.1679771
-8.3599415,3.9420264,1.060945
-10.483387,6.400043,1.2449677
-10.27397,6.5801973,1.2354497
-9.923404,6.0223265,1.0102444
-9.46686,5.3980484,1.2269515
-9.702634,5.669915,1.0549091
-9.286057,4.8340225,1.1818458
-9.613104,5.5198436,1.2305808
-9.444555,5.3732376,1.179472
-9.603701,5.682873,1.153769
-9.71319,5.8549633,1.0865179
-9.272327,5.5120764,1.0421557
-9.903104,5.6389318,1.2086737
-10.617784,6.9769325,1.2723747
-8.70369,4.4883137,1.1144992
-9.373573,5.2676206,1.0993677
-8.7410145,4.409121,1.1513945
-8.855543,4.5070386,1.185087
-8.799021,4.4132953,1.1747776
-9.315075,5.035801,1.1634498
-8.809342,4.2477655,1.2523535
-8.838928,3.5656,1.3995047
-8.6639185,3.8392134,1.3673328
-9.027863,4.3231535,1.233334
-8.769855,4.1715217,1.1441025
-8.548737,4.2915444,1.0786101
-8.585867,4.321388,1.069561
-8.902887,4.3500743,1.125251
-8.149714,3.73591,1.0702398
-8.121973,3.8696115,1.0735459
-8.413569,3.592007,1.0845864
-9.298952,5.750413,0.98152864
-9.4473505,5.43546,0.98899376
-9.357449,5.594131,0.97863185
-10.668708,7.0258904,1.2485781
-10.684946,7.002732,1.2473854
-10.611219,6.7461176,1.2437747
-9.905984,5.6676874,1.3263819
-10.611187,6.6900396,1.267578
-10.405591,6.3180976,1.2605942
-9.990025,6.044418,1.188887
-10.342844,6.9784217,1.0674229
-8.369698,3.6672454,1.083177
-8.454833,3.3377264,1.2517754
-9.256487,5.1268644,1.0681671
-10.585348,7.0648365,1.0717201
-9.884701,6.0109286,1.0827801
-10.144764,6.3747554,1.1486634
-10.338406,6.874473,1.0594912
-9.430674,5.318398,1.0808113
-8.159471,3.2255476,1.1480087
-8.075865,3.2495668,1.1492813
-8.114431,3.1887221,1.1426396
-9.412078,4.8515134,1.2750808
-8.453095,3.652108,1.1502562
-8.178848,3.3069155,1.2609048
-8.571215,3.7242808,1.2916414
-9.008385,4.547647,1.2150874
-10.07636,5.7330956,1.3511922
-9.532724,5.3710337,1.2312161
-8.337247,3.5511367,1.188031
-8.181101,3.3465452,1.1689738
-8.9290495,4.609728,1.1342394
-9.0242195,4.488502,1.1329225
-8.956165,4.6122837,1.1392702
-8.418968,3.6488402,1.1491233
-8.311566,3.7394426,1.1454698
-8.574291,4.060321,1.101438
-9.960159,6.149898,1.2160305
-9.998357,6.238041,1.0718753
-9.500039,5.3305764,1.2493837
-9.238175,5.0305266,1.1712267
-9.240441,4.796438,1.2114135
-9.267532,4.780267,1.2127414
-9.1807,5.008879,1.2206722
